station_id,station_name,city,metro_line_id,line_name,latitude,longitude,zone_sector,station_type,interchange_flag,num_platforms,num_entry_exit_gates,num_escalators,num_lifts,num_ticket_counters,num_afc_gates,platform_capacity,concourse_area_sqm,max_safe_occupancy,nearby_poi_count,poi_category,connecting_transport_modes,station_tier,timestamp,date,time_slot,day_of_week,is_weekend,direction,platform_id,entry_count,exit_count,net_flow,transfer_count,current_occupancy,occupancy_percentage,crowd_density_level,avg_dwell_time,queue_length_at_gate,avg_wait_time_platform,train_arrivals_in_slot,train_headway_minutes,train_capacity,train_load_factor,afc_smart_card_taps,qr_ticket_taps,token_sales_count,historical_avg_footfall,historical_peak_footfall,historical_std_dev,is_holiday,holiday_type,is_festival,festival_name,school_college_session_flag,office_hours_flag,weather_condition,temperature,rainfall_mm,aqi_index,special_event_flag,event_type,event_distance_km,expected_event_attendance,strike_or_disruption_flag,service_alert_active,current_train_frequency,scheduled_train_frequency,frequency_deviation,platform_congestion_flag,gate_closure_recommended,alternate_route_suggested,alternate_station_id,alternate_mode_suggested,crowd_control_staff_deployed,barricade_status,announcement_triggered,escalator_status,lift_status,incident_type,incident_resolved_time,next_15min_inflow,next_15min_outflow,next_30min_occupancy_pct,crowd_level_class,is_anomalous_surge,surge_magnitude,recommended_action
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 14:00,2026/8/9,14:00,Sunday,1,Westbound,P-2,377,286,91,119,551,0.122,Low,3.4,9,4.6,1,12.9,1800,0.13,241,69,67,211.1666667,380.1,145.635896,0,None,0,None,1,0,Clear,24.5,0,106,0,None,0,0,1,1,12.9,6,6.9,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,330,273,0.034,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 14:15,2026/8/9,14:15,Sunday,1,Westbound,P-3,330,273,57,36,278,0.062,Low,3.7,8,4.5,2,6.3,1800,0.1,210,60,60,211.6502976,380.9705357,145.7233094,0,None,0,None,1,0,Partly Cloudy,31.1,0,228,0,None,0,0,0,0,6.3,6,0.3,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,254,281,0.108,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 14:30,2026/8/9,14:30,Sunday,1,Southbound,P-2,254,281,-27,34,153,0.034,Low,3.4,6,1.8,2,6.2,1800,0.1,162,46,46,212.0416667,381.675,145.6702625,0,None,0,None,1,0,Partly Cloudy,30.9,0,114,0,None,0,0,0,0,6.2,6,0.2,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,347,200,0.046,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 14:45,2026/8/9,14:45,Sunday,1,Westbound,P-3,347,200,147,113,486,0.108,Low,4.3,8,3.4,1,13.4,1800,0.11,221,63,63,211.0059524,379.8107143,144.1342621,0,None,0,None,1,0,Rain,34.5,12,144,0,None,0,0,0,1,13.4,6,7.4,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,281,276,0.063,Low,0,0,"Deploy Floor Mats, Prepare for Slow Clearance"
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 15:00,2026/8/9,15:00,Sunday,1,Westbound,P-4,281,276,5,95,208,0.046,Low,4.3,6,2.4,2,5.9,1800,0.1,179,51,51,209.5505952,377.1910714,142.3308224,0,None,0,None,1,0,Partly Cloudy,31.5,0,177,0,None,0,0,0,0,5.9,6,-0.1,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,305,239,0.045,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 15:15,2026/8/9,15:15,Sunday,1,Northbound,P-3,305,239,66,108,284,0.063,Low,4.6,7,2.2,2,7.4,1800,0.1,195,56,54,207.6934524,373.8482143,138.8298493,0,None,0,None,1,0,Clear,32.2,0,43,0,None,0,0,0,0,7.4,6,1.4,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,260,266,0.128,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 15:30,2026/8/9,15:30,Sunday,1,Westbound,P-2,260,266,-6,94,202,0.045,Low,3.2,6,2.2,2,7.5,1800,0.1,166,47,47,206.2425595,371.2366071,136.8481675,0,None,0,None,1,0,Clear,32.1,0,143,0,None,0,0,0,0,7.5,6,1.5,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,396,221,0.057,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 15:45,2026/8/9,15:45,Sunday,1,Southbound,P-2,396,221,175,117,574,0.128,Low,3.5,9,3.5,2,6.9,1800,0.14,253,72,71,205.0833333,369.15,135.2596847,0,None,0,None,1,0,Clear,31.1,0,222,0,None,0,0,0,0,6.9,6,0.9,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,370,394,0.028,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 16:00,2026/8/9,16:00,Sunday,1,Northbound,P-1,370,394,-24,99,257,0.057,Low,2.9,9,2.5,2,7.3,1800,0.1,236,68,66,202.8973214,365.2151786,131.8328318,0,None,0,None,1,0,Clear,29.4,0,175,0,None,0,0,0,0,7.3,6,1.3,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,296,344,0.136,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 16:15,2026/8/9,16:15,Sunday,1,Northbound,P-1,296,344,-48,69,127,0.028,Low,2,7,2.8,2,7.3,1800,0.1,189,54,53,201.7276786,363.1098214,130.2568548,0,None,0,None,1,0,Partly Cloudy,30,0,117,0,None,0,0,0,0,7.3,6,1.3,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,429,315,0.163,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 16:30,2026/8/9,16:30,Sunday,1,Southbound,P-3,429,315,114,96,614,0.136,Low,5.1,10,2.6,2,6.7,1800,0.14,274,78,77,200.6383929,361.1491071,128.1266554,0,None,0,None,1,0,Clear,26.5,0,134,0,None,0,0,0,0,6.7,6,0.7,0,0,0,None,None,0,Stowed,0,Active,Active,Technical Snag,15.3,437,263,0.089,Low,0,0,"Handle Technical Snag, Deploy Security"
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 16:45,2026/8/9,16:45,Sunday,1,Northbound,P-4,437,263,174,84,732,0.163,Low,3.6,10,3.7,2,6.3,1800,0.17,279,80,78,199.2529762,358.6553571,125.3642858,0,None,0,None,1,0,Clear,30,0,59,0,None,0,0,0,0,6.3,6,0.3,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,320,262,0.149,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 17:00,2026/8/9,17:00,Sunday,1,Eastbound,P-4,320,262,58,90,399,0.089,Low,5.3,7,2.3,2,6.7,1800,0.1,204,58,58,197.5,355.5,122.4013091,0,None,0,None,1,0,Clear,32.8,0,236,0,None,0,0,0,0,6.7,6,0.7,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,430,344,0.126,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 17:15,2026/8/9,17:15,Sunday,1,Eastbound,P-2,430,344,86,129,670,0.149,Low,4.5,10,4.2,2,6.6,1800,0.16,274,79,77,196.5639881,353.8151786,121.1592125,0,None,0,None,1,0,Rain,27.3,7.7,179,0,None,0,0,0,0,6.6,6,0.6,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,446,333,0.067,Low,0,0,"Deploy Floor Mats, Prepare for Slow Clearance"
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 17:30,2026/8/9,17:30,Sunday,1,Northbound,P-4,446,333,113,132,565,0.126,Low,4.7,11,4.1,2,6.2,1800,0.13,285,82,79,195.1547619,351.2785714,117.3715482,0,None,0,None,1,0,Partly Cloudy,27.3,0,168,0,None,0,0,0,0,6.2,6,0.2,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,380,311,0.078,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 17:45,2026/8/9,17:45,Sunday,1,Eastbound,P-2,380,311,69,116,300,0.067,Low,4.1,9,1.6,2,5.9,1800,0.1,242,69,69,193.858631,348.9455357,114.5024718,0,None,0,None,1,0,Clear,22.2,0,152,0,None,0,0,0,0,5.9,6,-0.1,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,344,272,0.084,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 18:00,2026/8/9,18:00,Sunday,1,Northbound,P-1,344,272,72,69,350,0.078,Low,3.6,8,4.4,2,6.4,1800,0.1,219,63,62,192.9985119,347.3973214,113.2994726,0,None,0,None,1,0,Clear,34.1,0,256,0,None,0,0,0,0,6.4,6,0.4,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,318,311,0.069,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 18:15,2026/8/9,18:15,Sunday,1,Northbound,P-2,318,311,7,95,376,0.084,Low,2.5,7,1.8,2,7.2,1800,0.1,203,58,57,191.8065476,345.2517857,111.2486699,0,None,0,None,1,0,Clear,29.2,0,182,0,None,0,0,0,0,7.2,6,1.2,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,461,387,0.056,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 18:30,2026/8/9,18:30,Sunday,1,Northbound,P-1,461,387,74,86,311,0.069,Low,5.7,11,2.4,2,6.5,1800,0.1,294,84,83,190.9642857,343.7357143,109.6859026,0,None,0,None,1,0,Rain,33.7,6.9,136,0,None,0,0,0,0,6.5,6,0.5,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,333,385,0.072,Low,0,0,"Deploy Floor Mats, Prepare for Slow Clearance"
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 18:45,2026/8/9,18:45,Sunday,1,Northbound,P-3,333,385,-52,90,253,0.056,Low,2,8,4.3,2,6,1800,0.1,212,61,60,191.9613095,345.5303571,109.8298304,0,None,0,None,1,0,Rain,38.4,17.6,159,0,None,0,0,0,0,6,6,0,0,0,0,None,None,0,Stowed,0,Active,Under Maintenance,None,0,368,348,0.032,Low,0,0,"Deploy Floor Mats, Prepare for Slow Clearance"
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 19:00,2026/8/9,19:00,Sunday,1,Eastbound,P-3,368,348,20,50,325,0.072,Low,4.3,9,3.9,2,6.5,1800,0.1,235,67,66,193.4077381,348.1339286,110.0622523,0,None,0,None,1,0,Clear,27.9,0,158,0,None,0,0,0,0,6.5,6,0.5,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,342,434,0.065,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 19:15,2026/8/9,19:15,Sunday,1,Northbound,P-4,342,434,-92,89,146,0.032,Low,2,8,1.8,2,7.3,1800,0.1,218,62,62,194.8660714,350.7589286,110.3187763,0,None,0,None,1,0,Clear,35.3,0,168,0,None,0,0,0,0,7.3,6,1.3,0,0,0,None,None,0,Stowed,0,Active,Active,Technical Snag,25.8,344,239,0.06,Low,0,0,"Handle Technical Snag, Deploy Security"
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 19:30,2026/8/9,19:30,Sunday,1,Westbound,P-3,344,239,105,57,291,0.065,Low,2.7,8,3.6,2,7.2,1800,0.1,219,63,62,196.1830357,353.1294643,110.4094836,0,None,0,None,1,0,Partly Cloudy,36.2,0,119,0,None,0,0,0,0,7.2,6,1.2,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,346,417,0.119,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 19:45,2026/8/9,19:45,Sunday,1,Northbound,P-2,346,417,-71,113,269,0.06,Low,3.5,8,4.4,2,7.4,1800,0.1,221,63,62,197.5833333,355.65,110.4635898,0,None,0,None,1,0,Clear,34.7,0,153,0,None,0,0,0,0,7.4,6,1.4,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,448,335,0.157,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 20:00,2026/8/9,20:00,Sunday,1,Eastbound,P-3,448,335,113,143,536,0.119,Low,5.2,11,4.1,0,15.8,1800,0.13,286,82,80,199.4434524,358.9982143,111.0142098,0,None,0,None,1,0,Clear,31,0,107,0,None,0,0,0,1,15.8,6,9.8,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,454,244,0.037,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 20:15,2026/8/9,20:15,Sunday,1,Southbound,P-3,454,244,210,148,708,0.157,Low,5.2,11,3.4,2,6.1,1800,0.17,290,83,81,201.0565476,361.9017857,111.2075693,0,None,0,None,1,0,Rain,33,9.3,145,0,None,0,0,0,0,6.1,6,0.1,0,0,0,None,None,0,Stowed,0,Under Maintenance,Active,None,0,293,328,0.205,Low,0,0,"Deploy Floor Mats, Prepare for Slow Clearance"
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 20:30,2026/8/9,20:30,Sunday,1,Northbound,P-3,293,328,-35,82,167,0.037,Low,4.1,7,2.8,2,5.8,1800,0.1,187,53,53,202.5610119,364.6098214,111.0363288,0,None,0,None,1,0,Rain,27.5,8.6,104,0,None,0,0,0,0,5.8,6,-0.2,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,560,266,0.028,Low,0,0,"Deploy Floor Mats, Prepare for Slow Clearance"
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 20:45,2026/8/9,20:45,Sunday,1,Westbound,P-4,560,266,294,89,921,0.205,Low,4.4,13,4.2,2,6.9,1800,0.22,358,103,99,204.3095238,367.7571429,111.7691736,0,None,0,None,1,0,Clear,34.1,0,135,0,None,0,0,0,0,6.9,6,0.9,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,169,164,0.026,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 21:00,2026/8/9,21:00,Sunday,1,Eastbound,P-4,169,164,5,17,124,0.028,Low,2,4,3,2,6.3,1800,0.1,108,31,30,205.2544643,369.4580357,111.4985814,0,None,0,None,1,0,Clear,30.5,0,113,0,None,0,0,0,0,6.3,6,0.3,0,0,0,None,None,0,Stowed,0,Active,Under Maintenance,None,0,136,129,0.088,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 21:15,2026/8/9,21:15,Sunday,1,Northbound,P-2,136,129,7,22,118,0.026,Low,3,3,2.7,2,7.3,1800,0.1,86,25,25,205.4345238,369.7821429,111.3529392,0,None,0,None,1,0,Partly Cloudy,31.7,0,74,0,None,0,0,0,0,7.3,6,1.3,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,203,95,0.03,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 21:30,2026/8/9,21:30,Sunday,1,Eastbound,P-4,203,95,108,46,394,0.088,Low,3.5,5,2.8,2,7.1,1800,0.1,129,37,37,205.7380952,370.3285714,111.1678683,0,None,0,None,1,0,Clear,34.4,0,241,0,None,0,0,0,0,7.1,6,1.1,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,176,134,0.026,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 21:45,2026/8/9,21:45,Sunday,1,Northbound,P-2,176,134,42,36,137,0.03,Low,4.2,4,3.9,2,7.4,1800,0.1,112,32,32,205.6770833,370.21875,111.1727146,0,None,0,None,1,0,Clear,31.9,0,52,1,Cricket Match,2.4,15915,0,0,7.4,6,1.4,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,153,112,0.042,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 22:00,2026/8/9,22:00,Sunday,1,Southbound,P-1,153,112,41,31,115,0.026,Low,2.3,3,3,1,13,1800,0.1,97,28,28,205.5714286,370.0285714,111.2479312,0,None,0,None,1,0,Clear,32.3,0,143,0,None,0,0,0,1,13,6,7,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,156,131,0.017,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 22:15,2026/8/9,22:15,Sunday,1,Northbound,P-3,156,131,25,53,190,0.042,Low,2.4,3,2,2,6.3,1800,0.1,99,28,29,205.5833333,370.05,111.2464761,0,None,0,None,1,0,Clear,32.8,0,154,0,None,0,0,0,0,6.3,6,0.3,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,111,112,0.054,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 22:30,2026/8/9,22:30,Sunday,1,Westbound,P-4,111,112,-1,26,77,0.017,Low,3.2,2,2.1,2,5.6,1800,0.1,70,20,21,205.4613095,369.8303571,111.3439174,0,None,0,None,1,0,Rain,33,14.1,128,0,None,0,0,0,0,5.6,6,-0.4,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,125,64,0.02,Low,0,0,"Deploy Floor Mats, Prepare for Slow Clearance"
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 22:45,2026/8/9,22:45,Sunday,1,Eastbound,P-3,125,64,61,30,241,0.054,Low,2,3,2.6,2,6.5,1800,0.1,79,23,23,205.4598214,369.8276786,111.3469552,0,None,0,None,1,0,Partly Cloudy,26.7,0,125,0,None,0,0,0,0,6.5,6,0.5,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,89,130,0.022,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 23:00,2026/8/9,23:00,Sunday,1,Northbound,P-2,89,130,-41,32,91,0.02,Low,3.8,2,4,2,7.3,1800,0.1,56,16,17,205.4077381,369.7339286,111.403071,0,None,0,None,1,0,Rain,34.4,14.6,138,0,None,0,0,0,0,7.3,6,1.3,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,136,160,0.042,Low,0,0,"Deploy Floor Mats, Prepare for Slow Clearance"
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 23:15,2026/8/9,23:15,Sunday,1,Northbound,P-2,136,160,-24,42,100,0.022,Low,2,3,3.9,2,5.8,1800,0.1,86,25,25,205.2797619,369.5035714,111.5016283,0,None,0,None,1,0,Clear,29,0,158,0,None,0,0,0,0,5.8,6,-0.2,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,133,100,0.044,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 23:30,2026/8/9,23:30,Sunday,1,Westbound,P-2,133,100,33,37,187,0.042,Low,4.1,3,3.2,2,6.9,1800,0.1,85,24,24,205.1041667,369.1875,111.6440927,0,None,0,None,1,0,Thunderstorm,33.8,13.8,87,0,None,0,0,0,0,6.9,6,0.9,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,145,125,0.045,Low,0,0,"Deploy Floor Mats, Prepare for Slow Clearance"
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-9 23:45,2026/8/9,23:45,Sunday,1,Southbound,P-3,145,125,20,36,196,0.044,Low,4.4,3,2.2,2,5.6,1800,0.1,92,26,27,205.110119,369.1982143,111.6141951,0,None,0,None,1,0,Partly Cloudy,29.7,0,62,0,None,0,0,0,0,5.6,6,-0.4,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,122,59,0.026,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-10 6:00,2026/8/10,6:00,Monday,0,Southbound,P-4,122,59,63,13,204,0.045,Low,4.4,3,3.7,2,7.3,1800,0.1,78,22,22,205.046131,369.0830357,111.6554043,0,None,0,None,1,0,Clear,31,0,133,0,None,0,0,0,0,7.3,6,1.3,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,110,82,0.054,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-10 6:15,2026/8/10,6:15,Monday,0,Southbound,P-1,110,82,28,37,115,0.026,Low,4.3,2,2.7,2,7,1800,0.1,70,20,20,204.7827381,368.6089286,111.8436627,0,None,0,None,1,0,Clear,37.1,0,139,0,None,0,0,0,0,7,6,1,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,134,76,0.021,Low,0,0,Normal Operations
