station_id,station_name,city,metro_line_id,line_name,zone_sector,station_type,interchange_flag,num_platforms,num_entry_exit_gates,num_escalators,num_lifts,num_ticket_counters,num_afc_gates,platform_capacity,concourse_area_sqm,max_safe_occupancy,nearby_poi_count,poi_category,connecting_transport_modes,station_tier,time_slot,day_of_week,is_weekend,direction,platform_id,entry_count,exit_count,transfer_count,avg_dwell_time,queue_length_at_gate,train_arrivals_in_slot,train_headway_minutes,train_capacity,train_load_factor,afc_smart_card_taps,qr_ticket_taps,token_sales_count,historical_avg_footfall,historical_peak_footfall,historical_std_dev,is_holiday,holiday_type,is_festival,festival_name,school_college_session_flag,office_hours_flag,weather_condition,temperature,rainfall_mm,aqi_index,special_event_flag,event_type,event_distance_km,expected_event_attendance,strike_or_disruption_flag,service_alert_active,current_train_frequency,scheduled_train_frequency,platform_congestion_flag,hour,minute,day,month,year,day_of_week_number,peak_period
KOC002,Pulinchodu,Kochi,L_LINE_1,Line 1,Central,Regular,0,3,13,6,4,10,12,1678,755,1929,20,Mixed Use,Metro;Auto;Bus,Tier-3,08-09,Saturday,1,Outbound,KOC002-P1,729,833,39,4.29,3,10,6.0,1500,0.2,467,120,30,765,1032,122,0,Unknown,0,Unknown,1,1,Light Rain,33.6,13.2,153,0,Unknown,0.0,0,0,0,7.57,8,0,8,0,4,7,2026,5,Morning Peak
DEL011,Rohini East,Delhi,L_RED,Red,Central,Regular,0,3,14,6,4,4,11,1989,895,2287,16,Education,Metro;Rail;Bus,Tier-2,08-09,Saturday,1,Outbound,DEL011-P1,1978,1752,101,5.29,19,7,8.6,1500,0.2,1345,391,172,2042,2756,326,0,Unknown,0,Unknown,1,1,Light Rain,35.7,13.8,86,0,Unknown,0.0,0,0,0,6.69,8,0,8,0,4,7,2026,5,Morning Peak
PUN016,Ideal Colony,Pune,L_LINE_2,Line 2,Central,Regular,0,3,14,8,5,14,8,2148,966,2470,18,Education,Metro;Cab;Bus,Tier-1,08-09,Saturday,1,Inbound,PUN016-P1,1548,1394,100,3.22,0,8,7.5,1200,0.2,1124,204,76,1470,1984,235,0,Unknown,0,Unknown,1,1,Rain,35.6,9.3,177,0,Unknown,0.0,0,0,0,6.4,8,0,8,0,4,7,2026,5,Morning Peak
BLR018,Jalahalli,Bengaluru,L_GREEN,Green,Central,Regular,0,2,11,2,4,5,11,2172,977,2497,16,Office,Metro;Rail;Bus,Tier-1,08-09,Saturday,1,Inbound,BLR018-P1,1902,1555,117,2.8,16,7,8.6,2200,0.2,1324,261,111,1899,2563,303,0,Unknown,0,Unknown,1,1,Light Rain,25.2,12.1,130,0,Unknown,0.0,0,0,0,10.43,8,0,8,0,4,7,2026,5,Morning Peak
DEL018,Vaishali,Delhi,L_BLUE,Blue,Central,Regular,0,2,14,6,3,11,17,2320,1044,2668,23,Residential,Metro;Rail;Bus,Tier-1,08-09,Saturday,1,Inbound,DEL018-P1,2658,1859,153,4.78,0,11,5.5,1500,0.2,1557,515,239,2381,3214,380,0,Unknown,0,Unknown,1,1,Rain,26.6,5.7,144,0,Unknown,0.0,0,0,0,10.09,8,1,8,0,4,7,2026,5,Morning Peak
KOL008,Mahatma Gandhi Road,Kolkata,L_BLUE,Blue,Central,Regular,0,4,15,5,3,7,10,1940,873,2231,24,Mixed Use,Metro;Auto;Bus,Tier-2,08-09,Saturday,1,Outbound,KOL008-P1,1415,1716,80,2.55,11,9,6.7,1200,0.2,826,158,137,1549,2091,247,0,Unknown,0,Unknown,1,1,Cloudy,23.8,0.1,167,0,Unknown,0.0,0,0,0,7.02,8,0,8,0,4,7,2026,5,Morning Peak
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,Central,Interchange,1,2,11,7,3,7,18,2029,913,2333,9,Mixed Use,Metro;Bus,Tier-3,08-09,Saturday,1,Outbound,MUM011-P1,1590,1496,230,3.48,23,11,5.5,2200,0.2,962,237,49,1744,2354,279,0,Unknown,0,Unknown,1,1,Cloudy,23.0,1.6,113,0,Unknown,0.0,0,0,0,6.51,8,0,8,0,4,7,2026,5,Morning Peak
JAI004,Shyam Nagar,Jaipur,L_PINK,Pink,Central,Regular,0,2,12,4,3,12,11,1732,779,1991,13,Office,Metro;Bus,Tier-3,08-09,Saturday,1,Inbound,JAI004-P1,772,540,48,2.5,30,6,10.0,1200,0.2,450,137,51,724,977,115,0,Unknown,0,Unknown,1,1,Clear,27.4,0.0,102,0,Unknown,0.0,0,0,0,7.42,8,0,8,0,4,7,2026,5,Morning Peak
CHE004,Washermenpet,Chennai,L_BLUE,Blue,Central,Regular,0,2,13,4,2,13,12,1658,746,1906,12,Transit Hub,Metro;Rail;Bus,Tier-3,08-09,Saturday,1,Inbound,CHE004-P1,1345,1039,91,5.79,15,10,6.0,1800,0.2,920,213,114,1261,1702,201,0,Unknown,0,Unknown,1,1,Rain,35.3,6.4,104,0,Unknown,0.0,0,0,0,9.34,8,0,8,0,4,7,2026,5,Morning Peak
KOC014,Town Hall,Kochi,L_LINE_1,Line 1,Central,Regular,0,4,16,6,4,6,24,2269,1021,2609,8,Education,Metro;Bus,Tier-1,08-09,Saturday,1,Inbound,KOC014-P1,1175,796,75,1.7,25,8,7.5,2200,0.2,879,180,108,1035,1397,165,0,Unknown,0,Unknown,1,1,Clear,25.4,0.0,159,0,Unknown,0.0,0,0,0,8.15,8,0,8,0,4,7,2026,5,Morning Peak
BLR020,Electronic City,Bengaluru,L_YELLOW,Yellow,Central,Terminal,0,4,14,4,5,11,20,2110,949,2426,14,Office,Metro;Bus,Tier-1,08-09,Saturday,1,Inbound,BLR020-P1,1758,1318,87,4.19,13,7,8.6,1800,0.2,1281,226,76,1845,2490,295,0,Unknown,0,Unknown,1,1,Clear,32.7,0.0,69,0,Unknown,0.0,0,0,0,7.97,8,0,8,0,4,7,2026,5,Morning Peak
DEL010,Karol Bagh,Delhi,L_BLUE,Blue,Central,Regular,0,4,14,3,3,10,9,1950,877,2242,21,Residential,Metro;Cab;Bus,Tier-2,08-09,Saturday,1,Inbound,DEL010-P1,1662,1877,80,2.37,23,9,6.7,1200,0.2,930,245,147,2001,2701,320,0,Unknown,0,Unknown,1,1,Cloudy,35.7,1.5,167,0,Unknown,0.0,0,0,0,7.15,8,0,8,0,4,7,2026,5,Morning Peak
JAI008,Sindhi Camp,Jaipur,L_PINK,Pink,Central,Regular,0,2,12,8,3,5,14,1877,844,2158,15,Education,Metro;Cab;Bus,Tier-2,08-09,Saturday,1,Outbound,JAI008-P1,774,689,47,4.39,17,7,8.6,1200,0.2,567,93,34,785,1059,125,0,Unknown,0,Unknown,1,1,Rain,23.3,1.4,73,0,Unknown,0.0,0,0,0,6.73,8,0,8,0,4,7,2026,5,Morning Peak
HYD003,KPHB Colony,Hyderabad,L_RED,Red,Central,Regular,0,2,7,8,3,5,9,1470,661,1690,21,Education,Metro;Auto;Bus,Tier-3,08-09,Saturday,1,Inbound,HYD003-P1,1045,1138,74,2.31,14,7,8.6,1200,0.2,656,108,39,1061,1432,169,0,Unknown,0,Unknown,1,1,Clear,35.3,0.0,65,0,Unknown,0.0,0,0,0,12.09,8,0,8,0,4,7,2026,5,Morning Peak
PUN001,PCMC,Pune,L_LINE_1,Line 1,Central,Terminal,0,4,7,6,3,7,12,1533,689,1762,22,Commercial,Metro;Cab;Bus,Tier-3,08-09,Saturday,1,Inbound,PUN001-P1,1094,885,71,5.5,6,7,8.6,1500,0.2,768,112,44,1049,1416,167,0,Unknown,0,Unknown,1,1,Light Rain,32.9,1.3,175,0,Unknown,0.0,0,0,0,8.76,8,0,8,0,4,7,2026,5,Morning Peak
KOC005,Muttom,Kochi,L_LINE_1,Line 1,Central,Regular,0,4,11,3,2,7,23,1603,721,1843,25,Transit Hub,Metro;Cab;Bus,Tier-3,08-09,Saturday,1,Inbound,KOC005-P1,770,661,51,2.67,12,10,6.0,2200,0.2,509,134,39,731,986,116,0,Unknown,0,Unknown,1,1,Rain,33.5,4.5,135,0,Unknown,0.0,0,0,0,6.32,8,0,8,0,4,7,2026,5,Morning Peak
LKO010,Charbagh,Lucknow,L_RED,Red,Central,Regular,0,4,10,2,5,13,13,1780,801,2046,27,Transit Hub,Metro;Cab;Bus,Tier-3,08-09,Saturday,1,Outbound,LKO010-P1,814,635,49,4.87,20,8,7.5,1200,0.2,562,167,28,879,1186,140,0,Unknown,0,Unknown,1,1,Light Rain,24.3,12.9,88,0,Unknown,0.0,0,0,0,7.27,8,0,8,0,4,7,2026,5,Morning Peak
KOC003,Companypady,Kochi,L_LINE_1,Line 1,Central,Regular,0,2,17,6,4,13,13,1773,797,2038,15,Commercial,Metro;Cab;Bus,Tier-3,08-09,Saturday,1,Inbound,KOC003-P1,810,758,42,5.24,21,7,8.6,1200,0.2,568,144,42,809,1092,129,0,Unknown,0,Unknown,1,1,Cloudy,30.1,0.2,203,0,Unknown,0.0,0,0,0,7.6,8,0,8,0,4,7,2026,5,Morning Peak
HYD009,Irrum Manzil,Hyderabad,L_RED,Red,Central,Regular,0,2,14,3,2,13,15,1847,831,2124,3,Residential,Metro;Bus,Tier-2,08-09,Saturday,1,Outbound,HYD009-P1,1144,1541,81,1.89,8,7,8.6,1500,0.2,749,126,59,1334,1800,213,0,Unknown,0,Unknown,1,1,Clear,35.1,0.0,65,0,Unknown,0.0,0,0,0,7.38,8,0,8,0,4,7,2026,5,Morning Peak
KOC016,Maharaja's College,Kochi,L_LINE_1,Line 1,Central,Regular,0,3,9,2,5,12,8,2339,1052,2689,12,Commercial,Metro;Cab;Bus,Tier-1,08-09,Saturday,1,Inbound,KOC016-P1,1238,888,76,5.15,16,6,10.0,1500,0.2,807,159,73,1067,1440,170,0,Unknown,0,Unknown,1,1,Light Rain,23.0,10.1,119,0,Unknown,0.0,0,0,0,11.49,8,0,8,0,4,7,2026,5,Morning Peak
DEL003,Hauz Khas,Delhi,L_YELLOW_MAGENTA,Yellow-Magenta,Central,Interchange,1,4,11,4,2,14,24,1717,772,1974,18,Transit Hub,Metro;Cab;Bus,Tier-3,08-09,Saturday,1,Inbound,DEL003-P1,1394,1299,291,5.85,9,10,6.0,1500,0.2,935,284,50,1532,2068,245,0,Unknown,0,Unknown,1,1,Rain,34.2,7.2,158,0,Unknown,0.0,0,0,0,7.92,8,0,8,0,4,7,2026,5,Morning Peak
LKO019,Bhootnath Market,Lucknow,L_RED,Red,Central,Regular,0,2,10,7,4,9,9,2135,960,2455,20,Mixed Use,Metro;Auto;Bus,Tier-1,08-09,Saturday,1,Outbound,LKO019-P1,1362,850,84,6.7,15,11,5.5,1800,0.2,957,138,48,1055,1424,168,0,Unknown,0,Unknown,1,1,Light Rain,28.6,1.1,140,0,Unknown,0.0,0,0,0,7.59,8,0,8,0,4,7,2026,5,Morning Peak
PUN006,Dapodi,Pune,L_LINE_1,Line 1,Central,Regular,0,3,17,7,5,8,10,1569,706,1804,17,Office,Metro;Rail;Bus,Tier-3,08-09,Saturday,1,Outbound,PUN006-P1,841,1030,55,4.44,18,12,5.0,1800,0.2,582,178,72,1073,1448,171,0,Unknown,0,Unknown,1,1,Clear,34.7,0.0,128,0,Unknown,0.0,0,0,0,6.33,8,0,8,0,4,7,2026,5,Morning Peak
BLR012,Indiranagar,Bengaluru,L_PURPLE,Purple,Central,Regular,0,2,12,6,3,13,23,1967,885,2262,3,Residential,Metro;Cab;Bus,Tier-2,08-09,Saturday,1,Outbound,BLR012-P1,1720,1648,123,3.2,16,6,10.0,1500,0.205,1184,220,166,1720,2322,275,0,Unknown,0,Unknown,1,1,Rain,33.4,9.5,157,0,Unknown,0.0,0,0,0,7.14,8,0,8,0,4,7,2026,5,Morning Peak
HYD005,Balanagar,Hyderabad,L_RED,Red,Central,Regular,0,4,8,3,3,9,14,1853,833,2130,25,Mixed Use,Metro;Rail;Bus,Tier-2,08-09,Saturday,1,Inbound,HYD005-P1,828,1235,47,1.62,4,12,5.0,1200,0.2,508,96,54,1338,1806,214,0,Unknown,0,Unknown,1,1,Cloudy,35.7,1.6,90,0,Unknown,0.0,0,0,0,5.0,8,0,8,0,4,7,2026,5,Morning Peak
HYD008,Punjagutta,Hyderabad,L_RED,Red,Central,Regular,0,2,6,2,3,9,23,1936,871,2226,21,Office,Metro;Auto;Bus,Tier-2,08-09,Saturday,1,Outbound,HYD008-P1,1580,1096,101,5.34,14,7,8.6,2200,0.2,888,236,78,1398,1887,223,0,Unknown,0,Unknown,1,1,Light Rain,30.3,12.0,58,0,Unknown,0.0,0,0,0,9.21,8,1,8,0,4,7,2026,5,Morning Peak
JAI010,Chhoti Chaupar,Jaipur,L_PINK,Pink,Central,Regular,0,2,9,6,5,14,11,1747,786,2009,6,Education,Metro;Bus,Tier-3,08-09,Saturday,1,Inbound,JAI010-P1,785,791,51,5.62,25,7,8.6,1200,0.2,492,108,35,730,985,116,0,Unknown,0,Unknown,1,1,Cloudy,35.0,0.1,202,0,Unknown,0.0,0,0,0,7.86,8,0,8,0,4,7,2026,5,Morning Peak
LKO002,Amausi,Lucknow,L_RED,Red,Central,Regular,0,3,14,4,3,14,15,1462,657,1681,5,Office,Metro;Auto;Bus,Tier-3,08-09,Saturday,1,Outbound,LKO002-P1,681,645,34,6.06,9,6,10.0,1500,0.2,421,86,49,722,974,115,0,Unknown,0,Unknown,1,1,Light Rain,24.4,13.6,117,0,Unknown,0.0,0,0,0,8.95,8,0,8,0,4,7,2026,5,Morning Peak
CHE006,Alandur,Chennai,L_BLUE_GREEN,Blue-Green,Central,Interchange,1,2,8,7,2,9,24,1877,844,2158,16,Commercial,Metro;Bus,Tier-3,08-09,Saturday,1,Outbound,CHE006-P1,1598,990,300,5.32,21,6,10.0,1800,0.2,1191,220,136,1241,1675,198,0,Unknown,0,Unknown,1,1,Light Rain,34.4,13.2,147,0,Unknown,0.0,0,0,0,8.14,8,1,8,0,4,7,2026,5,Morning Peak
DEL019,Saket,Delhi,L_YELLOW,Yellow,Central,Regular,0,3,7,7,3,8,12,2196,988,2525,9,Office,Metro;Cab;Bus,Tier-1,08-09,Saturday,1,Inbound,DEL019-P1,1709,2218,95,5.52,11,8,7.5,2200,0.2,1148,345,100,2253,3041,360,0,Unknown,0,Unknown,1,1,Clear,31.0,0.0,60,0,Unknown,0.0,0,0,0,7.89,8,0,8,0,4,7,2026,5,Morning Peak
MUM020,Goregaon East,Mumbai,L_LINE_7,Line 7,Central,Terminal,0,3,12,6,5,9,18,2255,1014,2593,23,Commercial,Metro;Cab;Bus,Tier-1,08-09,Saturday,1,Outbound,MUM020-P1,2004,1874,136,6.26,13,7,8.6,1200,0.255,1115,389,173,2229,3009,356,0,Unknown,0,Unknown,1,1,Light Rain,27.9,7.4,103,0,Unknown,0.0,0,0,0,9.08,8,0,8,0,4,7,2026,5,Morning Peak
BLR017,Yeshwanthpur,Bengaluru,L_GREEN,Green,Central,Regular,0,4,12,4,5,9,8,2121,954,2439,16,Commercial,Metro;Bus,Tier-1,08-09,Saturday,1,Outbound,BLR017-P1,1921,1525,109,1.74,20,9,6.7,1200,0.2,1332,273,147,1854,2502,296,0,Unknown,0,Unknown,1,1,Light Rain,23.1,7.0,148,0,Unknown,0.0,0,0,0,6.66,8,0,8,0,4,7,2026,5,Morning Peak
BLR014,MG Road,Bengaluru,L_PURPLE,Purple,Central,Regular,0,3,13,5,2,14,22,2104,946,2419,14,Transit Hub,Metro;Cab;Bus,Tier-1,08-09,Saturday,1,Inbound,BLR014-P1,1879,1648,113,5.81,17,12,5.0,1200,0.2,1257,249,58,1840,2484,294,0,Unknown,0,Unknown,1,1,Rain,23.2,2.8,134,0,Unknown,0.0,0,0,0,7.24,8,0,8,0,4,7,2026,5,Morning Peak
PUN014,Vanaz,Pune,L_LINE_2,Line 2,Central,Regular,0,3,13,4,5,12,23,1926,866,2214,7,Office,Metro;Bus,Tier-2,08-09,Saturday,1,Inbound,PUN014-P1,1620,1264,78,2.0,12,8,7.5,1200,0.2,967,296,71,1318,1779,210,0,Unknown,0,Unknown,1,1,Light Rain,27.9,6.2,184,0,Unknown,0.0,0,0,0,6.97,8,0,8,0,4,7,2026,5,Morning Peak
LKO017,Badshah Nagar,Lucknow,L_RED,Red,Central,Regular,0,2,7,5,2,7,13,2054,924,2362,15,Transit Hub,Metro;Bus,Tier-2,08-09,Saturday,1,Outbound,LKO017-P1,853,1084,52,3.56,11,11,5.5,1200,0.2,636,169,60,1015,1370,162,0,Unknown,0,Unknown,1,1,Cloudy,33.1,0.6,81,0,Unknown,0.0,0,0,0,7.98,8,0,8,0,4,7,2026,5,Morning Peak
CHE003,Mannadi,Chennai,L_BLUE,Blue,Central,Regular,0,4,9,7,5,9,21,1763,793,2027,26,Commercial,Metro;Bus,Tier-3,08-09,Saturday,1,Outbound,CHE003-P1,1263,1147,68,4.71,30,9,6.7,1200,0.2,755,245,86,1340,1809,214,0,Unknown,0,Unknown,1,1,Rain,26.5,6.0,73,0,Unknown,0.0,0,0,0,7.62,8,0,8,0,4,7,2026,5,Morning Peak
LKO007,Alambagh Bus Stand,Lucknow,L_RED,Red,Central,Regular,0,4,15,3,3,14,24,1706,767,1961,25,Education,Metro;Auto;Bus,Tier-3,08-09,Saturday,1,Inbound,LKO007-P1,949,917,68,2.91,8,11,5.5,2200,0.2,559,164,67,843,1138,134,0,Unknown,0,Unknown,1,1,Clear,24.7,0.0,147,0,Unknown,0.0,0,0,0,7.84,8,0,8,0,4,7,2026,5,Morning Peak
LKO015,Vishwavidyalaya,Lucknow,L_RED,Red,Central,Regular,0,3,14,3,2,11,25,2279,1025,2620,15,Transit Hub,Metro;Auto;Bus,Tier-1,08-09,Saturday,1,Outbound,LKO015-P1,939,1046,65,4.43,32,7,8.6,2200,0.2,574,112,42,1126,1520,180,0,Unknown,0,Unknown,1,1,Cloudy,28.9,0.7,130,0,Unknown,0.0,0,0,0,10.18,8,0,8,0,4,7,2026,5,Morning Peak
LKO004,Krishna Nagar,Lucknow,L_RED,Red,Central,Regular,0,4,12,3,2,14,25,1674,753,1925,21,Transit Hub,Metro;Rail;Bus,Tier-3,08-09,Saturday,1,Inbound,LKO004-P1,758,706,47,3.91,9,7,8.6,1500,0.2,436,107,65,827,1116,132,0,Unknown,0,Unknown,1,1,Rain,26.9,8.0,90,0,Unknown,0.0,0,0,0,9.74,8,0,8,0,4,7,2026,5,Morning Peak
DEL007,Central Secretariat,Delhi,L_YELLOW_VIOLET,Yellow-Violet,Central,Interchange,1,2,15,4,5,10,10,1953,878,2245,17,Residential,Metro;Bus,Tier-3,08-09,Saturday,1,Outbound,DEL007-P1,1679,1691,266,2.65,26,10,6.0,2200,0.2,1162,245,122,1743,2353,278,0,Unknown,0,Unknown,1,1,Cloudy,30.4,0.4,179,0,Unknown,0.0,0,0,0,6.74,8,0,8,0,4,7,2026,5,Morning Peak
LKO009,Durgapuri,Lucknow,L_RED,Red,Central,Regular,0,2,12,6,5,12,8,1890,850,2173,26,Transit Hub,Metro;Bus,Tier-2,08-09,Saturday,1,Inbound,LKO009-P1,917,829,45,1.82,13,6,10.0,1500,0.2,628,109,52,934,1260,149,0,Unknown,0,Unknown,1,1,Cloudy,35.5,0.4,164,0,Unknown,0.0,0,0,0,6.78,8,0,8,0,4,7,2026,5,Morning Peak
KOC010,Changampuzha Park,Kochi,L_LINE_1,Line 1,Central,Regular,0,4,10,7,3,13,24,1781,801,2048,24,Mixed Use,Metro;Auto;Bus,Tier-3,08-09,Saturday,1,Inbound,KOC010-P1,933,724,64,5.46,13,7,8.6,1800,0.2,514,149,88,812,1096,129,0,Unknown,0,Unknown,1,1,Light Rain,25.6,6.2,177,0,Unknown,0.0,0,0,0,9.69,8,0,8,0,4,7,2026,5,Morning Peak
MUM016,Goregaon West,Mumbai,L_LINE_2A,Line 2A,Central,Regular,0,2,15,2,2,4,9,1962,882,2256,14,Education,Metro;Cab;Bus,Tier-2,08-09,Saturday,1,Outbound,MUM016-P1,2066,1757,116,1.54,16,8,7.5,1500,0.2,1542,438,155,1939,2617,310,0,Unknown,0,Unknown,1,1,Cloudy,34.7,0.2,122,0,Unknown,0.0,0,0,0,6.72,8,0,8,0,4,7,2026,5,Morning Peak
KOL017,Howrah,Kolkata,L_GREEN,Green,Central,Regular,0,3,17,6,2,8,10,2207,993,2538,4,Commercial,Metro;Cab;Bus,Tier-1,08-09,Saturday,1,Inbound,KOL017-P1,1983,1573,111,4.71,10,11,5.5,1500,0.2,1417,385,157,1762,2378,281,0,Unknown,0,Unknown,1,1,Clear,24.0,0.0,169,0,Unknown,0.0,0,0,0,9.74,8,0,8,0,4,7,2026,5,Morning Peak
MUM005,Western Express Highway,Mumbai,L_LINE_1,Line 1,Central,Regular,0,3,6,6,5,10,11,1587,714,1825,17,Office,Metro;Rail;Bus,Tier-3,08-09,Saturday,1,Outbound,MUM005-P1,1625,1445,106,6.89,27,12,5.0,2200,0.2,932,244,89,1569,2118,251,0,Unknown,0,Unknown,1,1,Light Rain,33.9,7.4,106,0,Unknown,0.0,0,0,0,9.51,8,0,8,0,4,7,2026,5,Morning Peak
HYD007,Ameerpet,Hyderabad,L_RED_BLUE,Red-Blue,Central,Interchange,1,4,12,6,2,11,20,1849,832,2126,12,Education,Metro;Rail;Bus,Tier-3,08-09,Saturday,1,Outbound,HYD007-P1,1151,988,213,2.78,27,6,10.0,1200,0.2,853,131,68,1161,1567,185,0,Unknown,0,Unknown,1,1,Clear,29.0,0.0,71,0,Unknown,0.0,0,0,0,9.1,8,0,8,0,4,7,2026,5,Morning Peak
LKO006,Alambagh,Lucknow,L_RED,Red,Central,Regular,0,2,9,6,3,8,25,1669,751,1919,10,Transit Hub,Metro;Auto;Bus,Tier-3,08-09,Saturday,1,Inbound,LKO006-P1,953,862,48,5.03,12,10,6.0,1500,0.2,605,130,60,824,1112,131,0,Unknown,0,Unknown,1,1,Light Rain,25.0,2.2,138,0,Unknown,0.0,0,0,0,9.28,8,0,8,0,4,7,2026,5,Morning Peak
BLR004,Pattandur Agrahara,Bengaluru,L_PURPLE,Purple,Central,Regular,0,4,11,6,3,9,15,1659,746,1907,14,Mixed Use,Metro;Bus,Tier-3,08-09,Saturday,1,Outbound,BLR004-P1,1546,1366,98,5.04,13,6,10.0,1800,0.2,869,334,63,1450,1957,232,0,Unknown,0,Unknown,1,1,Clear,29.2,0.0,207,0,Unknown,0.0,0,0,0,6.78,8,0,8,0,4,7,2026,5,Morning Peak
HYD012,Assembly,Hyderabad,L_RED,Red,Central,Regular,0,2,15,6,3,8,17,1811,814,2082,19,Transit Hub,Metro;Rail;Bus,Tier-2,08-09,Saturday,1,Outbound,HYD012-P1,938,1347,66,5.42,20,7,8.6,2200,0.2,658,164,92,1308,1765,209,0,Unknown,0,Unknown,1,1,Clear,33.2,0.0,73,0,Unknown,0.0,0,0,0,8.89,8,0,8,0,4,7,2026,5,Morning Peak
PUN005,Phugewadi,Pune,L_LINE_1,Line 1,Central,Regular,0,4,6,8,5,8,16,1670,751,1920,23,Commercial,Metro;Rail;Bus,Tier-3,08-09,Saturday,1,Outbound,PUN005-P1,845,982,51,2.61,18,8,7.5,1200,0.2,535,172,76,1142,1541,182,0,Unknown,0,Unknown,1,1,Rain,23.8,5.0,119,0,Unknown,0.0,0,0,0,6.02,8,0,8,0,4,7,2026,5,Morning Peak
BLR002,Hopefarm Channasandra,Bengaluru,L_PURPLE,Purple,Central,Regular,0,4,17,2,4,6,9,1554,699,1787,16,Office,Metro;Rail;Bus,Tier-3,08-09,Saturday,1,Inbound,BLR002-P1,1130,1166,69,2.02,10,8,7.5,1500,0.2,828,122,39,1359,1834,217,0,Unknown,0,Unknown,1,1,Rain,34.9,7.6,111,0,Unknown,0.0,0,0,0,7.12,8,0,8,0,4,7,2026,5,Morning Peak
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,Central,Regular,0,4,17,7,2,5,25,2218,998,2550,16,Education,Metro;Cab;Bus,Tier-1,08-09,Saturday,1,Inbound,BLR016-P1,2081,1682,131,6.03,8,9,6.7,2200,0.2,1304,287,194,1939,2617,310,0,Unknown,0,Unknown,1,1,Cloudy,33.0,2.0,68,0,Unknown,0.0,0,0,0,9.58,8,0,8,0,4,7,2026,5,Morning Peak
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,5,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,08-09,Saturday,1,Outbound,DEL001-P1,1630,1421,259,3.71,8,9,6.7,2200,0.2,1172,250,131,1630,2200,260,0,Unknown,0,Unknown,1,1,Cloudy,34.9,0.4,176,0,Unknown,0.0,0,0,0,7.05,8,0,8,0,4,7,2026,5,Morning Peak
PUN008,Khadki,Pune,L_LINE_1,Line 1,Central,Regular,0,2,15,3,4,10,21,1775,798,2041,13,Commercial,Metro;Auto;Bus,Tier-3,08-09,Saturday,1,Inbound,PUN008-P1,1167,873,62,4.67,4,6,10.0,1500,0.2,831,123,51,1214,1638,194,0,Unknown,0,Unknown,1,1,Light Rain,26.8,12.3,105,0,Unknown,0.0,0,0,0,7.75,8,0,8,0,4,7,2026,5,Morning Peak
CHE019,Koyambedu,Chennai,L_GREEN,Green,Central,Regular,0,3,17,8,5,8,11,2152,968,2474,27,Education,Metro;Bus,Tier-1,08-09,Saturday,1,Inbound,CHE019-P1,1385,1434,91,4.8,31,9,6.7,2200,0.2,780,208,120,1636,2208,261,0,Unknown,0,Unknown,1,1,Rain,30.2,13.5,103,0,Unknown,0.0,0,0,0,7.59,8,0,8,0,4,7,2026,5,Morning Peak
KOC004,Ambattukavu,Kochi,L_LINE_1,Line 1,Central,Regular,0,4,17,6,2,14,20,1750,787,2012,8,Transit Hub,Metro;Auto;Bus,Tier-3,08-09,Saturday,1,Outbound,KOC004-P1,763,625,47,6.52,25,10,6.0,1500,0.2,469,124,61,798,1077,127,0,Unknown,0,Unknown,1,1,Light Rain,28.3,13.6,125,0,Unknown,0.0,0,0,0,9.01,8,0,8,0,4,7,2026,5,Morning Peak
KOL011,Park Street,Kolkata,L_BLUE,Blue,Central,Regular,0,4,12,4,5,13,12,1858,836,2136,4,Residential,Metro;Bus,Tier-2,08-09,Saturday,1,Inbound,KOL011-P1,1164,1368,63,6.32,12,6,10.0,1500,0.2,732,164,106,1483,2002,237,0,Unknown,0,Unknown,1,1,Clear,25.3,0.0,166,0,Unknown,0.0,0,0,0,6.67,8,0,8,0,4,7,2026,5,Morning Peak
CHE008,Little Mount,Chennai,L_BLUE,Blue,Central,Regular,0,2,12,7,3,12,24,2004,901,2304,7,Mixed Use,Metro;Bus,Tier-2,08-09,Saturday,1,Outbound,CHE008-P1,1719,1392,99,4.4,20,12,5.0,1500,0.2,980,201,93,1524,2057,243,0,Unknown,0,Unknown,1,1,Rain,25.8,8.1,196,0,Unknown,0.0,0,0,0,8.54,8,0,8,0,4,7,2026,5,Morning Peak
PUN004,Kasarwadi,Pune,L_LINE_1,Line 1,Central,Regular,0,3,10,2,4,7,9,1801,810,2071,11,Transit Hub,Metro;Auto;Bus,Tier-2,08-09,Saturday,1,Inbound,PUN004-P1,1115,937,76,4.84,20,9,6.7,1500,0.2,662,124,36,1232,1663,197,0,Unknown,0,Unknown,1,1,Rain,32.6,12.3,69,0,Unknown,0.0,0,0,0,6.14,8,0,8,0,4,7,2026,5,Morning Peak
KOL009,Central,Kolkata,L_BLUE,Blue,Central,Regular,0,2,17,2,2,10,10,1780,801,2046,5,Residential,Metro;Cab;Bus,Tier-3,08-09,Saturday,1,Inbound,KOL009-P1,1632,1244,97,3.86,24,7,8.6,2200,0.2,1131,302,132,1421,1918,227,0,Unknown,0,Unknown,1,1,Light Rain,30.2,5.0,93,0,Unknown,0.0,0,0,0,9.09,8,0,8,0,4,7,2026,5,Morning Peak
