station_id,station_name,city,metro_line_id,line_name,zone_sector,station_type,interchange_flag,num_platforms,num_entry_exit_gates,num_escalators,num_lifts,num_ticket_counters,num_afc_gates,platform_capacity,concourse_area_sqm,max_safe_occupancy,nearby_poi_count,poi_category,connecting_transport_modes,station_tier,date,timestamp,time_slot,day_of_week,is_weekend,direction,platform_id,entry_count,exit_count,net_flow,transfer_count,avg_dwell_time,queue_length_at_gate,train_arrivals_in_slot,train_headway_minutes,train_capacity,train_load_factor,afc_smart_card_taps,qr_ticket_taps,token_sales_count,historical_avg_footfall,historical_peak_footfall,historical_std_dev,is_holiday,holiday_type,is_festival,festival_name,school_college_session_flag,office_hours_flag,weather_condition,temperature,rainfall_mm,aqi_index,special_event_flag,event_type,event_distance_km,expected_event_attendance,strike_or_disruption_flag,service_alert_active,current_train_frequency,scheduled_train_frequency,platform_congestion_flag,next_30min_occupancy_pct,hour,minute,day,month,year,day_of_week_number,peak_period
HYD013,Nampally,Hyderabad,L_RED,Red,Central,Regular,0,3,15,4,2,10,18,2209,994,2540,17,Office,Metro;Bus,Tier-1,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,HYD013-P1,1612,938,674,109,2.91,15,9,6.7,2200,0.2,983,240,146,1340,1809,214,0,,0,,1,0,Clear,33.3,0.0,136,0,,0.0,0,0,0,9.69,8,1,75.04,15,0,3,7,2026,4,Normal
CHE001,Chennai Central,Chennai,L_BLUE_GREEN,Blue-Green,Central,Interchange,1,2,11,3,4,13,9,1626,731,1869,19,Residential,Metro;Rail;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,CHE001-P1,987,736,251,155,3.45,11,7,8.6,2200,0.2,598,156,34,903,1219,144,0,,0,,1,0,Light Rain,31.8,9.8,63,0,,0.0,0,0,0,8.29,8,0,40.71,15,0,3,7,2026,4,Normal
KOC015,M.G Road,Kochi,L_LINE_1,Line 1,Central,Regular,0,2,7,2,3,5,16,2069,931,2379,24,Mixed Use,Metro;Auto;Bus,Tier-2,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,KOC015-P1,1228,1054,174,63,3.56,13,8,7.5,2200,0.2,812,190,112,793,1070,126,0,,0,,1,0,Rain,27.2,3.0,85,1,Conference,0.6,8360,0,0,6.29,8,0,38.49,15,0,3,7,2026,4,Normal
KOL017,Howrah,Kolkata,L_GREEN,Green,Central,Regular,0,3,17,6,2,11,10,2207,993,2538,4,Commercial,Metro;Cab;Bus,Tier-1,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,KOL017-P1,1443,1239,204,103,3.86,11,10,6.0,1200,0.2,987,168,106,1480,1998,236,0,,0,,1,0,Clear,32.5,0.0,161,0,,0.0,0,0,0,9.53,8,0,52.08,15,0,3,7,2026,4,Normal
CHE003,Mannadi,Chennai,L_BLUE,Blue,Central,Regular,0,4,9,7,5,4,21,1763,793,2027,26,Commercial,Metro;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,CHE003-P1,1102,1145,-43,78,2.52,2,10,6.0,2200,0.2,762,137,84,1126,1520,180,0,,0,,1,0,Cloudy,30.1,0.8,65,0,,0.0,0,0,0,8.47,8,0,25.24,15,0,3,7,2026,4,Normal
KOL018,Mahakaran,Kolkata,L_GREEN,Green,Central,Regular,0,2,14,4,5,14,11,2168,975,2493,20,Office,Metro;Bus,Tier-1,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,KOL018-P1,1537,1383,154,80,6.24,11,8,7.5,2200,0.2,947,230,146,1454,1962,232,0,,0,,1,0,Cloudy,31.2,1.9,55,0,,0.0,0,0,0,8.35,8,0,40.83,15,0,3,7,2026,4,Normal
JAI009,Chandpole,Jaipur,L_PINK,Pink,Central,Regular,0,2,17,5,4,10,10,1839,827,2114,12,Residential,Metro;Rail;Bus,Tier-2,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,JAI009-P1,527,501,26,36,4.72,15,10,6.0,2200,0.2,377,89,15,646,872,103,0,,0,,1,0,Rain,24.6,12.1,145,0,,0.0,0,0,0,10.93,8,0,23.32,15,0,3,7,2026,4,Normal
CHE017,Nehru Park,Chennai,L_GREEN,Green,Central,Regular,0,4,8,4,3,13,23,2128,957,2447,12,Education,Metro;Auto;Bus,Tier-1,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,CHE017-P1,1428,1215,213,80,6.38,8,9,6.7,2200,0.2,805,154,132,1359,1834,217,0,,0,,1,0,Cloudy,29.0,1.5,55,0,,0.0,0,0,0,7.2,8,0,49.17,15,0,3,7,2026,4,Normal
JAI001,Mansarovar,Jaipur,L_PINK,Pink,Central,Terminal,0,4,9,5,5,13,21,1499,674,1723,12,Commercial,Metro;Rail;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,JAI001-P1,454,463,-9,30,4.18,29,10,6.0,2200,0.2,293,51,25,526,710,84,0,,0,,1,0,Cloudy,24.6,0.8,124,0,,0.0,0,0,0,9.33,8,0,31.35,15,0,3,7,2026,4,Normal
JAI003,Vivek Vihar,Jaipur,L_PINK,Pink,Central,Regular,0,3,12,7,4,6,15,1542,693,1773,8,Residential,Metro;Auto;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,JAI003-P1,519,426,93,26,4.0,18,8,7.5,2200,0.2,303,74,19,542,731,86,0,,0,,1,0,Light Rain,34.3,4.1,118,0,,0.0,0,0,0,7.23,8,0,37.58,15,0,3,7,2026,4,Normal
PUN014,Vanaz,Pune,L_LINE_2,Line 2,Central,Regular,0,3,13,4,5,12,23,1926,866,2214,7,Office,Metro;Bus,Tier-2,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,PUN014-P1,1274,1011,263,71,6.55,10,6,10.0,2200,0.2,727,253,47,1107,1494,177,0,,0,,1,0,Clear,32.7,0.0,70,0,,0.0,0,0,0,8.63,8,0,48.37,15,0,3,7,2026,4,Normal
LKO014,KD Singh Babu Stadium,Lucknow,L_RED,Red,Central,Regular,0,4,7,8,4,10,20,2235,1005,2570,18,Mixed Use,Metro;Cab;Bus,Tier-1,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,LKO014-P1,976,933,43,67,5.3,6,12,5.0,2200,0.2,723,109,30,928,1252,148,0,,0,,1,0,Clear,23.4,0.0,86,0,,0.0,0,0,0,7.89,8,0,8.97,15,0,3,7,2026,4,Normal
JAI008,Sindhi Camp,Jaipur,L_PINK,Pink,Central,Regular,0,2,12,8,3,9,14,1877,844,2158,15,Education,Metro;Cab;Bus,Tier-2,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,JAI008-P1,672,609,63,35,6.98,23,6,10.0,1200,0.2,420,102,49,659,889,105,0,,0,,1,0,Rain,24.0,14.0,178,0,,0.0,0,0,0,8.35,8,0,34.02,15,0,3,7,2026,4,Normal
PUN005,Phugewadi,Pune,L_LINE_1,Line 1,Central,Regular,0,4,6,8,5,12,16,1670,751,1920,23,Commercial,Metro;Rail;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,PUN005-P1,937,955,-18,57,5.76,11,11,5.5,1800,0.2,680,133,65,960,1296,153,0,,0,,1,0,Light Rain,25.4,7.7,190,0,,0.0,0,0,0,7.15,8,0,48.84,15,0,3,7,2026,4,Normal
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,Central,Interchange,1,2,11,7,3,11,18,2029,913,2333,9,Mixed Use,Metro;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,MUM011-P1,1643,1555,88,253,1.97,27,8,7.5,1200,0.2,914,251,79,1466,1979,234,0,,0,,1,0,Clear,27.1,0.0,98,0,,0.0,0,0,0,8.61,8,0,30.16,15,0,3,7,2026,4,Normal
BLR008,Kundalahalli,Bengaluru,L_PURPLE,Purple,Central,Regular,0,2,6,3,4,7,14,1884,847,2166,26,Office,Metro;Cab;Bus,Tier-2,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,BLR008-P1,1469,1176,293,85,5.67,13,8,7.5,1800,0.2,984,261,57,1384,1868,221,0,,0,,1,0,Cloudy,24.2,1.8,195,0,,0.0,0,0,0,12.81,8,0,53.81,15,0,3,7,2026,4,Normal
DEL015,Botanical Garden,Delhi,L_BLUE_MAGENTA,Blue-Magenta,Central,Interchange,1,3,17,7,5,14,21,2527,1137,2906,26,Commercial,Metro;Rail;Bus,Tier-1,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,DEL015-P1,1941,1741,200,359,2.6,3,7,8.6,1200,0.274,1080,233,128,1895,2558,303,0,,0,,1,0,Clear,27.0,0.0,102,0,,0.0,0,0,0,10.12,8,0,37.87,15,0,3,7,2026,4,Normal
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,Central,Regular,0,4,17,7,2,4,25,2218,998,2550,16,Education,Metro;Cab;Bus,Tier-1,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,BLR016-P1,1587,1520,67,79,2.32,20,8,7.5,1200,0.2,1106,173,53,1630,2200,260,0,,0,,1,0,Rain,29.9,2.8,97,0,,0.0,0,0,0,7.57,8,0,45.82,15,0,3,7,2026,4,Normal
CHE013,Thousand Lights,Chennai,L_BLUE,Blue,Central,Regular,0,2,12,5,3,12,8,2220,999,2553,26,Mixed Use,Metro;Cab;Bus,Tier-1,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,CHE013-P1,1308,1151,157,87,5.25,24,10,6.0,1500,0.2,969,175,111,1418,1914,226,0,,0,,1,0,Clear,35.5,0.0,195,0,,0.0,0,0,0,6.91,8,0,24.87,15,0,3,7,2026,4,Normal
BLR001,Whitefield (Kadugodi),Bengaluru,L_PURPLE,Purple,Central,Terminal,0,2,11,5,5,9,14,1566,704,1800,17,Mixed Use,Metro;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,BLR001-P1,1255,1212,43,60,5.33,9,6,10.0,1500,0.2,803,129,110,1150,1552,184,0,,0,,1,0,Rain,24.9,7.6,171,0,,0.0,0,0,0,9.83,8,0,34.01,15,0,3,7,2026,4,Normal
BLR006,ITPL,Bengaluru,L_PURPLE,Purple,Central,Regular,0,3,12,7,5,13,24,1776,799,2042,15,Mixed Use,Metro;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,BLR006-P1,1501,1337,164,94,2.95,19,8,7.5,1500,0.2,1082,163,93,1305,1761,208,0,,0,,1,0,Cloudy,23.9,1.4,127,0,,0.0,0,0,0,7.76,8,0,39.06,15,0,3,7,2026,4,Normal
CHE012,AG-DMS,Chennai,L_BLUE,Blue,Central,Regular,0,3,14,5,3,6,9,2003,901,2303,5,Commercial,Metro;Rail;Bus,Tier-2,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,CHE012-P1,1602,1487,115,107,6.03,6,8,7.5,1200,0.2,1150,273,118,1279,1726,204,0,,0,,1,0,Clear,24.6,0.0,83,1,Sports Event,1.5,4708,0,0,9.26,8,0,40.32,15,0,3,7,2026,4,Normal
DEL003,Hauz Khas,Delhi,L_YELLOW_MAGENTA,Yellow-Magenta,Central,Interchange,1,4,11,4,2,7,24,1717,772,1974,18,Transit Hub,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,DEL003-P1,1205,1051,154,185,6.67,11,7,8.6,2200,0.2,696,174,78,1288,1738,206,0,,0,,1,0,Rain,27.3,8.7,106,0,,0.0,0,0,0,7.33,8,0,41.07,15,0,3,7,2026,4,Normal
HYD003,KPHB Colony,Hyderabad,L_RED,Red,Central,Regular,0,2,7,8,3,10,9,1470,661,1690,21,Education,Metro;Auto;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,HYD003-P1,733,844,-111,50,2.82,26,6,10.0,1500,0.2,445,98,35,892,1204,142,0,,0,,1,0,Clear,30.1,0.0,146,0,,0.0,0,0,0,8.43,8,0,5.88,15,0,3,7,2026,4,Normal
KOC010,Changampuzha Park,Kochi,L_LINE_1,Line 1,Central,Regular,0,4,10,7,3,10,24,1781,801,2048,24,Mixed Use,Metro;Auto;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,KOC010-P1,656,520,136,32,2.97,12,11,5.5,2200,0.2,385,131,31,682,920,109,0,,0,,1,0,Clear,33.7,0.0,197,0,,0.0,0,0,0,7.8,8,0,43.53,15,0,3,7,2026,4,Normal
PUN012,Mahatma Phule Mandai,Pune,L_LINE_1,Line 1,Central,Regular,0,3,17,7,4,4,19,1818,818,2090,22,Mixed Use,Metro;Cab;Bus,Tier-2,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,PUN012-P1,946,747,199,53,2.94,22,9,6.7,1800,0.2,567,132,56,1045,1410,167,0,,0,,1,0,Clear,29.6,0.0,75,0,,0.0,0,0,0,6.59,8,0,32.85,15,0,3,7,2026,4,Normal
DEL002,Kashmere Gate,Delhi,L_RED_YELLOW_VIOLET,Red-Yellow-Violet,Central,Interchange,1,2,16,2,4,12,10,1805,812,2075,3,Education,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,DEL002-P1,1550,1267,283,226,4.06,22,6,10.0,1500,0.2,872,262,104,1354,1827,216,0,,0,,1,0,Clear,35.3,0.0,87,0,,0.0,0,0,0,6.63,8,0,44.05,15,0,3,7,2026,4,Normal
PUN002,Sant Tukaram Nagar,Pune,L_LINE_1,Line 1,Central,Regular,0,2,11,4,2,9,20,1579,710,1815,14,Residential,Metro;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,PUN002-P1,1192,1164,28,66,3.07,28,6,10.0,2200,0.2,860,150,55,908,1225,145,0,,0,,1,0,Rain,32.7,4.4,157,1,Concert,2.9,22858,0,0,10.79,8,0,15.31,15,0,3,7,2026,4,Normal
LKO004,Krishna Nagar,Lucknow,L_RED,Red,Central,Regular,0,4,12,3,2,11,25,1674,753,1925,21,Transit Hub,Metro;Rail;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,LKO004-P1,597,528,69,32,5.57,9,6,10.0,1500,0.2,394,79,58,695,938,111,0,,0,,1,0,Rain,27.2,9.0,174,0,,0.0,0,0,0,7.16,8,0,31.14,15,0,3,7,2026,4,Normal
HYD002,JNTU College,Hyderabad,L_RED,Red,Central,Regular,0,3,13,7,4,5,20,1466,659,1685,12,Mixed Use,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,HYD002-P1,989,680,309,59,2.07,9,10,6.0,1500,0.2,632,113,60,889,1200,142,0,,0,,1,0,Clear,35.5,0.0,125,0,,0.0,0,0,0,8.75,8,0,67.43,15,0,3,7,2026,4,Normal
KOC017,Ernakulam South,Kochi,L_LINE_1,Line 1,Central,Regular,0,4,16,5,2,5,10,2083,937,2395,17,Transit Hub,Metro;Auto;Bus,Tier-1,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,KOC017-P1,719,659,60,38,6.03,37,8,7.5,1800,0.2,464,101,29,798,1077,127,0,,0,,1,0,Cloudy,35.2,1.4,206,0,,0.0,0,0,0,4.31,8,0,30.55,15,0,3,7,2026,4,Normal
KOC005,Muttom,Kochi,L_LINE_1,Line 1,Central,Regular,0,4,11,3,2,6,23,1603,721,1843,25,Transit Hub,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,KOC005-P1,606,601,5,39,4.75,10,10,6.0,1500,0.2,424,70,35,614,828,98,0,,0,,1,0,Rain,29.5,1.1,135,0,,0.0,0,0,0,6.6,8,0,2.75,15,0,3,7,2026,4,Normal
HYD012,Assembly,Hyderabad,L_RED,Red,Central,Regular,0,2,15,6,3,11,17,1811,814,2082,19,Transit Hub,Metro;Rail;Bus,Tier-2,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,HYD012-P1,1042,1024,18,72,1.67,14,11,5.5,2200,0.2,581,172,61,1099,1483,175,0,,0,,1,0,Rain,35.7,13.1,119,0,,0.0,0,0,0,9.48,8,0,22.17,15,0,3,7,2026,4,Normal
HYD018,Tarnaka,Hyderabad,L_BLUE,Blue,Central,Regular,0,2,13,2,4,5,17,2193,986,2521,19,Transit Hub,Metro;Cab;Bus,Tier-1,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,HYD018-P1,1289,995,294,80,5.83,14,8,7.5,1800,0.2,908,152,63,1331,1796,212,0,,0,,1,0,Rain,29.7,15.0,136,0,,0.0,0,0,0,7.86,8,0,55.35,15,0,3,7,2026,4,Normal
KOC013,Kaloor,Kochi,L_LINE_1,Line 1,Central,Regular,0,2,11,6,5,6,22,2034,915,2339,6,Education,Metro;Bus,Tier-2,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,KOC013-P1,796,664,132,50,3.76,15,9,6.7,1200,0.2,451,146,66,779,1051,124,0,,0,,1,0,Cloudy,29.2,1.9,104,0,,0.0,0,0,0,8.02,8,0,37.58,15,0,3,7,2026,4,Normal
PUN019,Deccan Gymkhana,Pune,L_LINE_2,Line 2,Central,Regular,0,3,9,3,3,7,25,2289,1030,2632,12,Education,Metro;Cab;Bus,Tier-1,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,PUN019-P1,1547,1162,385,75,5.03,8,6,10.0,1800,0.2,1053,317,107,1316,1776,210,0,,0,,1,0,Rain,28.8,4.5,143,0,,0.0,0,0,0,8.77,8,0,65.59,15,0,3,7,2026,4,Normal
KOL005,Belgachia,Kolkata,L_BLUE,Blue,Central,Regular,0,3,11,3,3,8,10,1859,836,2137,9,Commercial,Metro;Auto;Bus,Tier-2,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,KOL005-P1,1334,1244,90,76,2.5,18,7,8.6,1200,0.2,927,188,86,1247,1683,199,0,,0,,1,0,Light Rain,25.5,3.6,66,0,,0.0,0,0,0,7.74,8,0,34.05,15,0,3,7,2026,4,Normal
HYD004,Kukatpally,Hyderabad,L_RED,Red,Central,Regular,0,3,7,2,4,10,16,1500,675,1724,4,Transit Hub,Metro;Auto;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,HYD004-P1,777,884,-107,37,1.7,10,12,5.0,2200,0.2,571,121,50,910,1228,145,0,,0,,1,0,Rain,33.6,6.4,89,0,,0.0,0,0,0,7.77,8,0,22.14,15,0,3,7,2026,4,Normal
BLR012,Indiranagar,Bengaluru,L_PURPLE,Purple,Central,Regular,0,2,12,6,3,7,23,1967,885,2262,3,Residential,Metro;Cab;Bus,Tier-2,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,BLR012-P1,1574,1499,75,104,4.12,16,7,8.6,1200,0.2,945,162,122,1445,1950,231,0,,0,,1,0,Light Rain,29.1,2.1,200,0,,0.0,0,0,0,8.31,8,0,23.62,15,0,3,7,2026,4,Normal
JAI004,Shyam Nagar,Jaipur,L_PINK,Pink,Central,Regular,0,2,12,4,3,13,11,1732,779,1991,13,Office,Metro;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,JAI004-P1,649,528,121,38,3.92,14,12,5.0,1200,0.2,417,76,40,608,820,97,0,,0,,1,0,Rain,34.6,9.6,165,0,,0.0,0,0,0,9.55,8,0,38.31,15,0,3,7,2026,4,Normal
PUN006,Dapodi,Pune,L_LINE_1,Line 1,Central,Regular,0,3,17,7,5,7,10,1569,706,1804,17,Office,Metro;Rail;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,PUN006-P1,986,820,166,53,3.42,29,10,6.0,1200,0.2,627,198,50,902,1217,144,0,,0,,1,0,Rain,26.4,9.4,130,0,,0.0,0,0,0,7.73,8,0,54.9,15,0,3,7,2026,4,Normal
CHE020,Vadapalani,Chennai,L_GREEN,Green,Central,Terminal,0,3,15,3,3,8,18,2208,993,2539,20,Office,Metro;Rail;Bus,Tier-1,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,CHE020-P1,1451,1096,355,102,2.19,14,8,7.5,1800,0.2,920,200,89,1411,1904,225,0,,0,,1,0,Light Rain,30.0,8.9,76,0,,0.0,0,0,0,8.87,8,0,58.77,15,0,3,7,2026,4,Normal
LKO005,Singar Nagar,Lucknow,L_RED,Red,Central,Regular,0,3,12,4,4,4,9,1789,805,2057,11,Transit Hub,Metro;Auto;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,LKO005-P1,628,624,4,41,4.12,20,8,7.5,1500,0.2,360,63,38,743,1003,118,0,,0,,1,0,Clear,36.0,0.0,178,0,,0.0,0,0,0,8.12,8,0,12.54,15,0,3,7,2026,4,Normal
KOL002,Baranagar,Kolkata,L_BLUE,Blue,Central,Regular,0,3,10,3,3,8,11,1654,744,1902,21,Commercial,Metro;Rail;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,KOL002-P1,908,1111,-203,44,4.67,20,11,5.5,1200,0.2,593,179,79,1110,1498,177,0,,0,,1,0,Cloudy,27.6,1.0,176,0,,0.0,0,0,0,7.13,8,0,0.0,15,0,3,7,2026,4,Normal
PUN009,Shivaji Nagar,Pune,L_LINE_1,Line 1,Central,Regular,0,3,12,7,3,14,21,1697,763,1951,17,Commercial,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,PUN009-P1,1046,872,174,52,3.59,16,9,6.7,1500,0.2,621,156,91,976,1317,156,0,,0,,1,0,Rain,30.6,5.6,130,0,,0.0,0,0,0,5.65,8,0,41.28,15,0,3,7,2026,4,Normal
JAI010,Chhoti Chaupar,Jaipur,L_PINK,Pink,Central,Regular,0,2,9,6,5,12,11,1747,786,2009,6,Education,Metro;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,JAI010-P1,686,591,95,33,5.1,27,7,8.6,1800,0.2,382,114,36,614,828,98,0,,0,,1,0,Cloudy,23.7,0.3,189,0,,0.0,0,0,0,8.6,8,0,26.73,15,0,3,7,2026,4,Normal
PUN003,Bhosari,Pune,L_LINE_1,Line 1,Central,Regular,0,2,14,6,5,8,22,1464,658,1683,16,Transit Hub,Metro;Rail;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,PUN003-P1,755,801,-46,41,4.55,17,10,6.0,2200,0.2,454,108,52,842,1136,134,0,,0,,1,0,Cloudy,30.8,0.3,122,0,,0.0,0,0,0,7.33,8,0,21.37,15,0,3,7,2026,4,Normal
LKO008,Mawaiya,Lucknow,L_RED,Red,Central,Regular,0,2,13,7,5,6,11,2007,903,2308,16,Commercial,Metro;Auto;Bus,Tier-2,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,LKO008-P1,929,860,69,52,3.93,13,10,6.0,1500,0.2,660,177,38,833,1124,133,0,,0,,1,0,Light Rain,33.0,4.1,156,0,,0.0,0,0,0,10.29,8,0,27.79,15,0,3,7,2026,4,Normal
MUM004,Andheri,Mumbai,L_LINE_1,Line 1,Central,Regular,0,2,7,7,4,6,10,1797,808,2066,5,Residential,Metro;Rail;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,MUM004-P1,1563,1602,-39,82,3.63,19,7,8.6,2200,0.2,871,202,70,1492,2014,238,0,,0,,1,0,Rain,27.8,4.6,191,0,,0.0,0,0,0,8.69,8,0,8.48,15,0,3,7,2026,4,Normal
HYD017,Mettuguda,Hyderabad,L_BLUE,Blue,Central,Regular,0,3,14,3,3,5,21,2189,985,2517,25,Office,Metro;Bus,Tier-1,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,HYD017-P1,1570,1122,448,75,5.63,13,6,10.0,2200,0.2,1030,304,132,1329,1794,212,0,,0,,1,0,Rain,26.3,3.1,102,0,,0.0,0,0,0,8.55,8,0,68.9,15,0,3,7,2026,4,Normal
JAI007,Railway Station,Jaipur,L_PINK,Pink,Central,Regular,0,3,8,8,5,5,21,1663,748,1912,13,Transit Hub,Metro;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,JAI007-P1,643,563,80,38,5.14,10,6,10.0,1200,0.2,463,131,45,584,788,93,0,,0,,1,0,Light Rain,26.3,3.1,94,0,,0.0,0,0,0,6.49,8,0,39.64,15,0,3,7,2026,4,Normal
DEL005,New Delhi,Delhi,L_YELLOW_AIRPORT_EXPRESS,Yellow-Airport Express,Central,Interchange,1,4,17,7,5,14,10,1988,894,2286,14,Mixed Use,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,DEL005-P1,1227,1343,-116,199,3.24,14,8,7.5,2200,0.2,814,266,45,1491,2012,238,0,,0,,1,0,Clear,24.5,0.0,155,0,,0.0,0,0,0,8.93,8,0,15.52,15,0,3,7,2026,4,Normal
LKO007,Alambagh Bus Stand,Lucknow,L_RED,Red,Central,Regular,0,4,15,3,3,5,24,1706,767,1961,25,Education,Metro;Auto;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,LKO007-P1,758,589,169,39,6.65,8,7,8.6,1200,0.2,439,121,27,708,955,113,0,,0,,1,0,Clear,24.8,0.0,111,0,,0.0,0,0,0,7.98,8,0,43.48,15,0,3,7,2026,4,Normal
CHE010,Nandanam,Chennai,L_BLUE,Blue,Central,Regular,0,2,12,7,2,14,22,1726,776,1984,15,Mixed Use,Metro;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,CHE010-P1,1096,981,115,77,5.62,15,7,8.6,2200,0.2,684,231,48,1102,1487,176,0,,0,,1,0,Light Rain,36.0,15.0,77,0,,0.0,0,0,0,4.1,8,0,48.58,15,0,3,7,2026,4,Normal
KOL014,Kalighat,Kolkata,L_BLUE,Blue,Central,Regular,0,3,14,6,2,9,18,2003,901,2303,6,Transit Hub,Metro;Bus,Tier-2,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,KOL014-P1,1244,1064,180,74,4.38,19,11,5.5,1800,0.2,808,223,120,1344,1814,215,0,,0,,1,0,Clear,29.6,0.0,132,0,,0.0,0,0,0,7.93,8,0,34.07,15,0,3,7,2026,4,Normal
KOC018,Kadavanthra,Kochi,L_LINE_1,Line 1,Central,Regular,0,2,16,8,4,9,19,2407,1083,2768,24,Transit Hub,Metro;Rail;Bus,Tier-1,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,KOC018-P1,972,878,94,55,6.14,2,10,6.0,1800,0.2,676,107,90,922,1244,147,0,,0,,1,0,Light Rain,27.4,4.2,185,0,,0.0,0,0,0,7.77,8,0,34.17,15,0,3,7,2026,4,Normal
MUM015,Malad West,Mumbai,L_LINE_2A,Line 2A,Central,Regular,0,3,13,3,5,6,19,2110,949,2426,14,Office,Metro;Bus,Tier-1,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Outbound,MUM015-P1,1963,1549,414,104,2.54,1,9,6.7,2200,0.2,1206,218,157,1753,2366,280,0,,0,,1,0,Clear,34.1,0.0,83,0,,0.0,0,0,0,8.51,8,0,67.37,15,0,3,7,2026,4,Normal
