station_id,station_name,city,metro_line_id,line_name,timestamp,date,time_slot,day_of_week,is_weekend,entry_count,exit_count,net_flow,transfer_count,current_occupancy,occupancy_percentage,crowd_density_level,avg_dwell_time,queue_length_at_gate,avg_wait_time_platform,train_arrivals_in_slot,train_headway_minutes,train_capacity,train_load_factor,current_train_frequency,scheduled_train_frequency,platform_congestion_flag,service_alert_active,special_event_flag,event_type,weather_condition,temperature,rainfall_mm,aqi_index
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-14 14:00:00,2026-07-14,14-15,Tuesday,0,1581,1643,-62,328,710,27.35,Low,6.35,13,6.49,8,7.5,1800,0.2,7.21,8,0,0,0,,Rain,27.2,14.7,157
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-14 15:00:00,2026-07-14,15-16,Tuesday,0,1642,1480,162,267,995,38.33,Medium,3.4,18,6.12,6,10.0,2200,0.2,5.87,8,0,0,0,,Light Rain,26.4,2.5,204
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-14 16:00:00,2026-07-14,16-17,Tuesday,0,2463,2438,25,485,645,24.85,Low,2.49,3,2.6,6,10.0,1500,0.328,8.18,8,0,0,0,,Rain,30.9,7.9,136
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-14 17:00:00,2026-07-14,17-18,Tuesday,0,2325,1675,650,380,2008,77.35,High,5.78,26,2.81,10,6.0,1500,0.2,9.42,8,0,0,0,,Cloudy,25.0,1.3,106
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-14 18:00:00,2026-07-14,18-19,Tuesday,0,2858,2616,242,461,973,37.48,Medium,5.0,2,4.1,11,5.5,1500,0.201,8.08,8,0,0,1,Exhibition,Rain,35.1,14.8,71
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-14 19:00:00,2026-07-14,19-20,Tuesday,0,2752,2308,444,420,1649,63.52,Medium,5.02,11,5.23,6,10.0,1200,0.441,6.41,8,0,0,0,,Rain,23.5,5.6,204
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-14 20:00:00,2026-07-14,20-21,Tuesday,0,1620,2280,-660,308,0,0.0,Low,1.67,10,3.44,12,5.0,1800,0.2,5.69,8,0,0,0,,Clear,30.8,0.0,132
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-14 21:00:00,2026-07-14,21-22,Tuesday,0,1145,1188,-43,225,524,20.18,Low,5.35,3,7.34,7,8.6,1200,0.2,9.33,8,0,0,0,,Cloudy,28.1,1.6,125
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-15 06:00:00,2026-07-15,06-07,Wednesday,0,824,713,111,168,995,38.33,Medium,3.15,25,7.98,12,5.0,1800,0.2,9.46,8,0,0,0,,Cloudy,29.4,0.4,194
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-15 07:00:00,2026-07-15,07-08,Wednesday,0,2151,1566,585,339,2018,77.73,High,1.84,9,6.96,7,8.6,1500,0.237,5.83,8,0,0,0,,Cloudy,28.4,1.1,123
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-15 08:00:00,2026-07-15,08-09,Wednesday,0,1817,1522,295,358,1416,54.55,Medium,4.95,10,5.74,10,6.0,1800,0.2,10.19,8,0,0,0,,Clear,29.3,0.0,87
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-15 09:00:00,2026-07-15,09-10,Wednesday,0,1664,1086,578,244,1994,76.81,High,2.65,16,1.33,11,5.5,1800,0.2,8.08,8,0,0,0,,Light Rain,28.6,2.3,117
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-15 10:00:00,2026-07-15,10-11,Wednesday,0,1105,810,295,222,1236,47.61,Medium,3.26,11,3.69,6,10.0,1800,0.2,6.93,8,0,0,0,,Rain,29.0,13.8,174
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-15 11:00:00,2026-07-15,11-12,Wednesday,0,1048,496,552,183,1963,75.62,High,3.16,10,2.26,12,5.0,1200,0.2,7.91,8,0,0,0,,Light Rain,33.9,11.6,56
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-15 12:00:00,2026-07-15,12-13,Wednesday,0,938,933,5,158,617,23.77,Low,5.34,14,4.97,7,8.6,1500,0.2,8.33,8,0,0,0,,Clear,26.1,0.0,83
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-15 13:00:00,2026-07-15,13-14,Wednesday,0,1007,824,183,165,964,37.13,Medium,4.28,22,6.37,11,5.5,1200,0.2,7.68,8,0,0,0,,Cloudy,29.9,1.1,90
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-15 14:00:00,2026-07-15,14-15,Wednesday,0,1231,984,247,260,1183,45.57,Medium,4.01,15,1.53,7,8.6,1200,0.2,8.72,8,0,0,0,,Rain,30.2,12.8,168
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-15 15:00:00,2026-07-15,15-16,Wednesday,0,919,1046,-127,186,497,19.14,Low,4.03,21,3.01,9,6.7,1200,0.2,9.14,8,0,0,0,,Light Rain,31.0,9.7,150
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-15 16:00:00,2026-07-15,16-17,Wednesday,0,1475,1505,-30,270,614,23.65,Low,3.96,25,3.56,6,10.0,2200,0.2,8.27,8,0,0,0,,Clear,29.5,0.0,109
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-15 17:00:00,2026-07-15,17-18,Wednesday,0,1784,1351,433,295,1629,62.75,Medium,4.74,19,2.21,7,8.6,2200,0.2,11.13,8,0,0,0,,Light Rain,30.6,13.0,87
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-15 18:00:00,2026-07-15,18-19,Wednesday,0,1365,1815,-450,205,0,0.0,Low,2.54,8,2.47,7,8.6,1200,0.2,9.5,8,0,0,0,,Light Rain,32.0,4.9,86
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-15 19:00:00,2026-07-15,19-20,Wednesday,0,2023,1313,710,386,2228,85.82,Critical,3.58,9,3.34,7,8.6,1800,0.2,7.19,8,1,0,0,,Clear,23.6,0.0,116
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-15 20:00:00,2026-07-15,20-21,Wednesday,0,1802,1828,-26,271,589,22.69,Low,6.78,19,3.19,8,7.5,2200,0.2,6.3,8,0,0,0,,Rain,32.7,12.0,83
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,2026-07-15 21:00:00,2026-07-15,21-22,Wednesday,0,849,685,164,171,985,37.94,Medium,1.59,26,3.91,7,8.6,2200,0.2,9.28,8,0,0,0,,Clear,25.1,0.0,56
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-01 06:00:00,2026-07-01,06-07,Wednesday,0,1101,1106,-5,70,621,24.35,Low,5.22,19,7.11,6,10.0,2200,0.2,7.72,8,0,0,0,,Clear,27.7,0.0,197
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-01 07:00:00,2026-07-01,07-08,Wednesday,0,2594,2280,314,151,1292,50.67,Medium,5.71,14,6.58,10,6.0,1500,0.2,6.82,8,0,0,0,,Cloudy,35.9,1.3,126
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-01 08:00:00,2026-07-01,08-09,Wednesday,0,2601,2806,-205,172,564,22.12,Low,2.21,12,4.9,8,7.5,1200,0.289,5.1,8,0,0,0,,Cloudy,24.5,1.9,76
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-01 09:00:00,2026-07-01,09-10,Wednesday,0,3068,2768,300,164,1288,50.51,Medium,2.4,2,5.3,10,6.0,1200,0.269,9.82,8,0,0,0,,Rain,31.8,10.2,65
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-01 10:00:00,2026-07-01,10-11,Wednesday,0,1569,1263,306,92,1551,60.82,Medium,3.35,31,2.3,7,8.6,1500,0.2,10.15,8,0,0,0,,Cloudy,34.1,1.0,195
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-01 11:00:00,2026-07-01,11-12,Wednesday,0,1651,1304,347,87,1348,52.86,Medium,4.5,16,7.08,7,8.6,1500,0.2,10.7,8,0,0,0,,Rain,33.5,4.2,82
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-01 12:00:00,2026-07-01,12-13,Wednesday,0,1576,1645,-69,109,494,19.37,Low,4.04,19,6.4,12,5.0,1200,0.2,9.76,8,0,0,0,,Cloudy,24.1,0.9,68
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-01 13:00:00,2026-07-01,13-14,Wednesday,0,1664,1189,475,100,1679,65.84,High,4.21,5,1.86,8,7.5,1500,0.2,12.29,8,0,0,0,,Light Rain,35.9,4.3,197
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-01 14:00:00,2026-07-01,14-15,Wednesday,0,1763,1381,382,93,1475,57.84,Medium,6.45,20,6.93,7,8.6,2200,0.2,7.25,8,0,0,0,,Rain,34.3,11.4,76
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-01 15:00:00,2026-07-01,15-16,Wednesday,0,1792,1483,309,126,1360,53.33,Medium,3.48,13,6.36,9,6.7,1500,0.2,7.68,8,0,0,0,,Light Rain,34.5,1.6,85
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-01 16:00:00,2026-07-01,16-17,Wednesday,0,2569,2509,60,129,920,36.08,Medium,5.98,22,6.22,12,5.0,1500,0.2,9.36,8,0,0,0,,Light Rain,24.4,2.0,199
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-01 17:00:00,2026-07-01,17-18,Wednesday,0,2557,2609,-52,170,525,20.59,Low,4.47,1,2.16,6,10.0,2200,0.207,8.41,8,0,0,0,,Rain,23.6,14.6,191
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-01 18:00:00,2026-07-01,18-19,Wednesday,0,2224,2240,-16,137,578,22.67,Low,5.96,28,2.58,7,8.6,1500,0.225,9.22,8,0,0,0,,Cloudy,33.1,0.6,183
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-01 19:00:00,2026-07-01,19-20,Wednesday,0,2871,2660,211,184,1101,43.18,Medium,4.76,20,2.43,6,10.0,1800,0.283,10.74,8,0,0,0,,Light Rain,29.9,9.3,109
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-01 20:00:00,2026-07-01,20-21,Wednesday,0,2344,2561,-217,155,216,8.47,Low,1.76,11,7.92,10,6.0,1500,0.2,7.14,8,0,0,0,,Cloudy,35.5,0.2,183
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-01 21:00:00,2026-07-01,21-22,Wednesday,0,1406,833,573,89,1879,73.69,High,5.31,6,3.8,7,8.6,1500,0.2,8.58,8,0,0,0,,Light Rain,34.7,7.6,153
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-02 06:00:00,2026-07-02,06-07,Thursday,0,1121,1183,-62,73,559,21.92,Low,2.9,1,6.28,7,8.6,1800,0.2,10.37,8,0,0,0,,Light Rain,25.4,6.4,112
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-02 07:00:00,2026-07-02,07-08,Thursday,0,2664,2777,-113,160,434,17.02,Low,3.71,32,7.33,10,6.0,1500,0.2,10.96,8,0,0,0,,Clear,27.4,0.0,75
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-02 08:00:00,2026-07-02,08-09,Thursday,0,3761,2409,1352,225,2550,100.0,Critical,3.64,16,4.49,7,8.6,1500,0.38,8.35,8,1,0,0,,Cloudy,33.6,0.3,77
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-02 09:00:00,2026-07-02,09-10,Thursday,0,2387,3055,-668,132,0,0.0,Low,4.02,22,7.98,7,8.6,1500,0.24,11.75,8,0,0,0,,Cloudy,24.7,1.4,82
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-02 10:00:00,2026-07-02,10-11,Thursday,0,1633,1490,143,83,894,35.06,Medium,3.95,20,2.8,9,6.7,1200,0.2,8.92,8,0,0,0,,Light Rain,29.5,12.2,73
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-02 11:00:00,2026-07-02,11-12,Thursday,0,1875,1364,511,109,1650,64.71,Medium,5.94,9,6.07,8,7.5,1800,0.2,8.09,8,0,0,0,,Clear,26.2,0.0,167
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-02 12:00:00,2026-07-02,12-13,Thursday,0,1619,1539,80,102,891,34.94,Low,6.67,3,2.84,11,5.5,1200,0.2,8.46,8,0,0,0,,Clear,28.9,0.0,85
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-02 13:00:00,2026-07-02,13-14,Thursday,0,1300,1660,-360,75,0,0.0,Low,3.11,21,6.45,9,6.7,2200,0.2,8.51,8,0,0,0,,Light Rain,27.3,1.1,115
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-02 14:00:00,2026-07-02,14-15,Thursday,0,1433,1801,-368,102,0,0.0,Low,6.11,26,1.02,7,8.6,1200,0.2,5.06,8,0,0,0,,Light Rain,35.9,11.2,119
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-02 15:00:00,2026-07-02,15-16,Thursday,0,1623,1112,511,103,1667,65.37,High,5.28,9,4.54,9,6.7,1200,0.2,6.56,8,0,0,0,,Light Rain,25.9,5.1,142
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-02 16:00:00,2026-07-02,16-17,Thursday,0,2773,2183,590,161,1840,72.16,High,6.94,14,4.21,7,8.6,1500,0.279,6.3,8,0,0,0,,Rain,31.9,8.7,118
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-02 17:00:00,2026-07-02,17-18,Thursday,0,2509,2328,181,164,1059,41.53,Medium,6.36,14,3.84,9,6.7,1200,0.247,7.85,8,0,0,0,,Clear,34.7,0.0,100
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-02 18:00:00,2026-07-02,18-19,Thursday,0,3138,2906,232,155,1198,46.98,Medium,6.94,16,6.52,11,5.5,1500,0.2,7.33,8,0,0,0,,Cloudy,28.1,1.2,110
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-02 19:00:00,2026-07-02,19-20,Thursday,0,2212,2721,-509,108,0,0.0,Low,5.16,21,5.5,8,7.5,1500,0.2,4.88,8,0,0,0,,Cloudy,34.0,1.4,103
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-02 20:00:00,2026-07-02,20-21,Thursday,0,3275,2052,1223,180,2550,100.0,Critical,6.55,18,7.37,10,6.0,1800,0.2,7.59,8,1,0,0,,Clear,25.1,0.0,133
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-02 21:00:00,2026-07-02,21-22,Thursday,0,1258,1009,249,68,1180,46.27,Medium,2.62,16,6.28,10,6.0,1500,0.2,11.18,8,0,0,0,,Rain,34.7,4.7,74
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-03 06:00:00,2026-07-03,06-07,Friday,0,1191,1108,83,78,719,28.2,Low,2.99,13,5.05,7,8.6,1200,0.2,8.21,8,0,0,0,,Light Rain,27.0,8.0,142
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-03 07:00:00,2026-07-03,07-08,Friday,0,2428,2446,-18,166,537,21.06,Low,5.6,10,6.72,7,8.6,2200,0.2,9.99,8,0,0,0,,Clear,28.3,0.0,152
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-03 08:00:00,2026-07-03,08-09,Friday,0,2621,2533,88,149,850,33.33,Low,3.05,5,7.49,10,6.0,2200,0.2,5.29,8,0,0,0,,Light Rain,23.1,12.9,142
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-03 09:00:00,2026-07-03,09-10,Friday,0,2697,2309,388,140,1483,58.16,Medium,6.26,25,6.53,6,10.0,1800,0.263,8.23,8,0,0,0,,Light Rain,23.9,10.1,108
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-03 10:00:00,2026-07-03,10-11,Friday,0,1610,1372,238,90,1213,47.57,Medium,2.66,13,5.74,7,8.6,1500,0.2,7.38,8,0,0,0,,Cloudy,30.7,0.7,187
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-03 11:00:00,2026-07-03,11-12,Friday,0,1660,1180,480,87,1608,63.06,Medium,6.45,32,6.25,6,10.0,1200,0.243,8.09,8,0,0,0,,Cloudy,26.7,1.2,150
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-03 12:00:00,2026-07-03,12-13,Friday,0,1600,1462,138,100,1112,43.61,Medium,3.64,18,6.03,6,10.0,2200,0.2,4.91,8,0,0,0,,Light Rain,32.0,11.2,165
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-03 13:00:00,2026-07-03,13-14,Friday,0,1355,1350,5,65,871,34.16,Low,1.63,14,7.27,7,8.6,1800,0.2,9.03,8,0,0,0,,Cloudy,23.8,0.5,203
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-03 14:00:00,2026-07-03,14-15,Friday,0,1657,1289,368,114,1478,57.96,Medium,2.67,28,2.56,8,7.5,2200,0.2,7.75,8,0,0,0,,Light Rain,31.7,8.4,113
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-03 15:00:00,2026-07-03,15-16,Friday,0,1587,1520,67,79,1066,41.8,Medium,2.32,20,7.37,8,7.5,1200,0.2,7.57,8,0,0,0,,Rain,29.9,2.8,97
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-03 16:00:00,2026-07-03,16-17,Friday,0,2568,2785,-217,175,158,6.2,Low,2.59,9,4.58,7,8.6,1500,0.261,4.63,8,0,0,0,,Light Rain,30.3,1.9,133
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-03 17:00:00,2026-07-03,17-18,Friday,0,3123,2727,396,199,1459,57.22,Medium,4.32,13,1.95,7,8.6,2200,0.216,8.66,8,0,0,0,,Rain,29.8,12.6,92
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-03 18:00:00,2026-07-03,18-19,Friday,0,2724,2584,140,154,1002,39.29,Medium,1.74,24,2.18,7,8.6,1800,0.228,8.01,8,0,0,0,,Rain,28.7,8.2,86
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-03 19:00:00,2026-07-03,19-20,Friday,0,2874,3131,-257,195,197,7.73,Low,6.3,13,1.16,6,10.0,1200,0.426,8.28,8,0,0,0,,Light Rain,30.6,2.8,131
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-03 20:00:00,2026-07-03,20-21,Friday,0,2733,2356,377,170,1447,56.75,Medium,2.14,3,2.87,11,5.5,1800,0.2,7.19,8,0,0,0,,Light Rain,34.5,5.4,133
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-03 21:00:00,2026-07-03,21-22,Friday,0,1369,983,386,85,1498,58.75,Medium,3.44,18,6.34,7,8.6,1200,0.2,6.61,8,0,0,0,,Clear,28.0,0.0,152
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-04 06:00:00,2026-07-04,06-07,Saturday,1,780,651,129,46,778,30.51,Low,3.99,8,6.55,8,7.5,1500,0.2,7.69,8,0,0,0,,Clear,36.0,0.0,59
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-04 07:00:00,2026-07-04,07-08,Saturday,1,2092,1694,398,108,1589,62.31,Medium,6.93,25,2.68,6,10.0,1200,0.306,8.58,8,0,0,0,,Rain,32.8,1.5,179
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-04 08:00:00,2026-07-04,08-09,Saturday,1,2081,1682,399,131,1482,58.12,Medium,6.03,8,3.61,9,6.7,2200,0.2,9.58,8,0,0,0,,Cloudy,33.0,2.0,68
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-04 09:00:00,2026-07-04,09-10,Saturday,1,1890,1910,-20,92,681,26.71,Low,4.52,18,4.78,6,10.0,1200,0.275,7.74,8,0,0,0,,Cloudy,29.3,1.5,112
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-04 10:00:00,2026-07-04,10-11,Saturday,1,902,993,-91,43,303,11.88,Low,5.98,32,1.03,6,10.0,1200,0.2,6.44,8,0,0,0,,Clear,32.2,0.0,177
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-04 11:00:00,2026-07-04,11-12,Saturday,1,1103,1163,-60,65,666,26.12,Low,6.14,16,2.51,7,8.6,2200,0.2,7.75,8,0,0,0,,Light Rain,34.0,11.9,151
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-04 12:00:00,2026-07-04,12-13,Saturday,1,1052,861,191,64,867,34.0,Low,6.42,20,2.05,9,6.7,1200,0.2,7.79,8,0,0,0,,Rain,24.5,12.3,115
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-04 13:00:00,2026-07-04,13-14,Saturday,1,1169,1195,-26,78,597,23.41,Low,3.76,11,4.52,7,8.6,1500,0.2,6.47,8,0,0,0,,Rain,30.8,7.6,114
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-04 14:00:00,2026-07-04,14-15,Saturday,1,1088,789,299,71,1084,42.51,Medium,2.98,5,3.75,9,6.7,1200,0.2,6.55,8,0,0,0,,Light Rain,30.6,8.5,117
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-04 15:00:00,2026-07-04,15-16,Saturday,1,1065,727,338,54,1239,48.59,Medium,6.35,13,3.93,8,7.5,1500,0.2,7.31,8,0,0,0,,Cloudy,35.2,0.0,144
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-04 16:00:00,2026-07-04,16-17,Saturday,1,1739,1647,92,88,1045,40.98,Medium,5.51,22,1.05,8,7.5,1200,0.2,5.59,8,0,0,0,,Cloudy,31.2,0.5,165
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-04 17:00:00,2026-07-04,17-18,Saturday,1,2016,1733,283,121,1013,39.73,Medium,5.22,14,5.57,7,8.6,1200,0.254,7.92,8,0,0,0,,Rain,32.1,8.1,109
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-04 18:00:00,2026-07-04,18-19,Saturday,1,1609,1746,-137,100,675,26.47,Low,6.98,22,3.24,8,7.5,1200,0.2,9.97,8,0,0,0,,Light Rain,23.6,12.9,108
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-04 19:00:00,2026-07-04,19-20,Saturday,1,1843,1294,549,113,1948,76.39,High,2.02,24,7.0,10,6.0,1200,0.2,6.67,8,0,0,0,,Light Rain,32.7,4.7,137
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-04 20:00:00,2026-07-04,20-21,Saturday,1,1867,1759,108,93,861,33.76,Low,1.57,17,7.67,9,6.7,1200,0.2,9.36,8,0,0,0,,Rain,29.2,3.7,158
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-04 21:00:00,2026-07-04,21-22,Saturday,1,780,667,113,40,761,29.84,Low,6.81,0,7.41,6,10.0,1500,0.2,6.55,8,0,0,0,,Cloudy,28.9,1.0,130
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-05 06:00:00,2026-07-05,06-07,Sunday,1,878,996,-118,58,386,15.14,Low,5.21,16,4.12,11,5.5,1500,0.2,7.89,8,0,0,0,,Light Rain,24.9,12.7,184
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-05 07:00:00,2026-07-05,07-08,Sunday,1,1721,1809,-88,101,553,21.69,Low,2.35,7,2.36,6,10.0,1500,0.202,8.38,8,0,0,0,,Cloudy,31.1,1.5,109
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-05 08:00:00,2026-07-05,08-09,Sunday,1,1663,1590,73,89,991,38.86,Medium,2.53,7,5.27,8,7.5,1800,0.2,9.87,8,0,0,0,,Cloudy,23.4,0.2,85
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-05 09:00:00,2026-07-05,09-10,Sunday,1,1940,1747,193,113,912,35.76,Medium,6.14,10,3.81,10,6.0,2200,0.2,7.12,8,0,0,0,,Cloudy,35.3,0.8,103
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-05 10:00:00,2026-07-05,10-11,Sunday,1,1171,982,189,58,1071,42.0,Medium,3.88,20,5.09,6,10.0,1500,0.2,11.2,8,0,0,0,,Cloudy,30.0,0.9,70
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-05 11:00:00,2026-07-05,11-12,Sunday,1,1301,1013,288,78,1275,50.0,Medium,4.62,4,5.91,8,7.5,1200,0.2,8.22,8,0,0,0,,Cloudy,33.3,0.4,187
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-05 12:00:00,2026-07-05,12-13,Sunday,1,1210,1187,23,79,753,29.53,Low,2.53,13,1.63,7,8.6,1200,0.2,6.9,8,0,0,0,,Light Rain,31.9,10.2,95
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-05 13:00:00,2026-07-05,13-14,Sunday,1,1177,944,233,60,1306,51.22,Medium,6.67,21,5.17,6,10.0,1500,0.2,6.95,8,0,0,0,,Rain,27.2,8.1,181
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-05 14:00:00,2026-07-05,14-15,Sunday,1,1336,1173,163,72,977,38.31,Medium,5.02,2,7.63,11,5.5,2200,0.2,7.97,8,0,0,0,,Cloudy,33.5,1.9,139
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-05 15:00:00,2026-07-05,15-16,Sunday,1,1257,1088,169,73,813,31.88,Low,2.61,21,7.29,8,7.5,2200,0.2,8.33,8,0,0,0,,Clear,32.2,0.0,91
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,2026-07-05 16:00:00,2026-07-05,16-17,Sunday,1,1544,1722,-178,90,235,9.22,Low,4.48,15,3.59,7,8.6,1500,0.2,8.79,8,0,0,0,,Rain,30.3,10.7,111
